exon_gencodeID	chr	start	end	strand	gencodeID	gene_Symbol	logFC	t	P.Value	adj.P.Val
ENSMUSE00000639561.6	chr3	34,056,020	34,058,114	-	ENSMUSG00000027679.13	Dnajc19	-0.310145604	-5.311960498	0.00000084152963	0.000186120
ENSMUSE00000751764.1	chr5	148,990,056	148,993,943	-	ENSMUSG00000106951.1	5930430L01Rik	-0.556990575	-5.311266193	0.00000084394541	0.000186120
ENSMUSE00000442984.3	chr7	30,539,919	30,540,837	-	ENSMUSG00000036864.16	Proser3	-0.379161280	-5.309915921	0.00000084866304	0.000186822
ENSMUSE00000332810.2	chr5	31,073,491	31,073,692	+	ENSMUSG00000013629.16	Cad	-0.254826533	-5.308982649	0.00000085193884	0.000187100
ENSMUSE00000435812.7	chr2	119,648,893	119,650,160	+	ENSMUSG00000027306.15	Nusap1	-0.259989967	-5.304726467	0.00000086703579	0.000189574
ENSMUSE00000415959.1	chr10	9,808,420	9,808,598	-	ENSMUSG00000019790.17	Stxbp5	0.262564072	5.303859329	0.00000087014357	0.000189968
ENSMUSE00000753362.1	chrX	152,193,866	152,194,601	+	ENSMUSG00000041115.16	Iqsec2	0.330131481	5.303116375	0.00000087281495	0.000190266
ENSMUSE00000806370.1	chr9	58,218,076	58,220,569	-	ENSMUSG00000036986.16	Pml	-0.284433326	-5.301738405	0.00000087779090	0.000190778
ENSMUSE00001272957.1	chr2	118,823,693	118,823,786	+	ENSMUSG00000027331.15	Knstrn	-0.314532637	-5.301533831	0.00000087853200	0.000190797
ENSMUSE00000485437.6	chrX	6,944,645	6,948,362	+	ENSMUSG00000062393.13	Dgkk	-0.410351478	-5.298735233	0.00000088873205	0.000192020
ENSMUSE00000816278.1	chrX	6,944,645	6,948,363	+	ENSMUSG00000062393.13	Dgkk	-0.410351478	-5.298735233	0.00000088873205	0.000192020
ENSMUSE00001361201.1	chr5	66,295,384	66,297,062	+	ENSMUSG00000029206.13	Nsun7	-0.342116841	-5.297267270	0.00000089412863	0.000193031
ENSMUSE00000392712.1	chr9	37,383,381	37,383,454	+	ENSMUSG00000046240.8	Hepacam	0.253330314	5.295956825	0.00000089897324	0.000193914
ENSMUSE00000476403.1	chrX	6,933,964	6,934,077	+	ENSMUSG00000062393.13	Dgkk	-0.640325573	-5.294956295	0.00000090268941	0.000194302
ENSMUSE00001443887.1	chr16	21,676,725	21,677,994	-	ENSMUSG00000043391.10	2510009E07Rik	0.376433892	5.294512835	0.00000090434132	0.000194385
ENSMUSE00000242595.3	chr1	132,584,364	132,584,480	-	ENSMUSG00000026442.14	Nfasc	-0.254317202	-5.293068955	0.00000090974040	0.000195242
ENSMUSE00001329152.1	chr12	116,772,770	116,773,330	+	ENSMUSG00000056553.14	Ptprn2	0.531011148	5.292303569	0.00000091261518	0.000195570
ENSMUSE00000840687.1	chr9	58,218,087	58,220,564	-	ENSMUSG00000036986.16	Pml	-0.283637568	-5.291009985	0.00000091749411	0.000196193
ENSMUSE00000372167.3	chr12	4,850,127	4,852,913	+	ENSMUSG00000051721.6	Wdcp	-0.321811510	-5.290063613	0.00000092107966	0.000196659
ENSMUSE00001438919.1	chr15	89,144,393	89,144,471	-	ENSMUSG00000053137.7	Mapk11	-0.266412634	-5.289737199	0.00000092231953	0.000196780
ENSMUSE00000648109.1	chr11	99,009,230	99,009,322	-	ENSMUSG00000020914.17	Top2a	-0.318214144	-5.288921568	0.00000092542483	0.000197153
ENSMUSE00000735411.1	chr9	58,218,086	58,220,564	-	ENSMUSG00000036986.16	Pml	-0.283689328	-5.288421300	0.00000092733453	0.000197254
ENSMUSE00000193041.3	chr6	49,047,294	49,047,452	+	ENSMUSG00000029816.10	Gpnmb	0.764065397	5.286977994	0.00000093286581	0.000197724
ENSMUSE00000701778.1	chr6	30,654,378	30,655,850	-	ENSMUSG00000029790.16	Cep41	-0.303690053	-5.286469371	0.00000093482273	0.000197969
ENSMUSE00000356693.1	chr9	37,382,356	37,382,455	+	ENSMUSG00000046240.8	Hepacam	0.261624829	5.284219635	0.00000094352688	0.000198537
ENSMUSE00001326270.1	chr16	50,719,294	50,720,546	-	ENSMUSG00000022639.14	Dubr	-0.330579672	-5.284281648	0.00000094328589	0.000198537
ENSMUSE00000795209.1	chr1	74,635,715	74,636,086	+	ENSMUSG00000033276.18	Stk36	-0.315334668	-5.281013364	0.00000095606915	0.000199601
ENSMUSE00000169828.1	chr2	152,881,015	152,881,166	+	ENSMUSG00000027469.16	Tpx2	-0.257266852	-5.281796794	0.00000095298954	0.000199601
ENSMUSE00000233358.1	chr6	89,654,054	89,654,158	+	ENSMUSG00000000811.13	Txnrd3	0.251114690	5.281250278	0.00000095513682	0.000199601
ENSMUSE00001319971.1	chr16	50,719,299	50,720,546	-	ENSMUSG00000022639.14	Dubr	-0.330396762	-5.281116604	0.00000095566276	0.000199601
ENSMUSE00000764776.1	chr12	76,004,576	76,004,767	+	ENSMUSG00000063450.14	Syne2	-0.472086243	-5.280160408	0.00000095943314	0.000199859
ENSMUSE00000780054.1	chr6	30,654,379	30,655,850	-	ENSMUSG00000029790.16	Cep41	-0.303544672	-5.279559200	0.00000096181121	0.000200167
ENSMUSE00000217821.3	chr9	70,410,655	70,410,891	-	ENSMUSG00000032218.7	Ccnb2	-0.281532600	-5.278844491	0.00000096464576	0.000200167
ENSMUSE00000254380.3	chr9	123,017,245	123,017,410	+	ENSMUSG00000036768.6	Kif15	-0.382590037	-5.279087878	0.00000096367956	0.000200167
ENSMUSE00000326147.1	chr19	37,390,649	37,390,891	+	ENSMUSG00000012443.4	Kif11	-0.340414479	-5.273466077	0.00000098624061	0.000203259
ENSMUSE00000723078.1	chr6	30,653,457	30,655,850	-	ENSMUSG00000029790.16	Cep41	-0.294381069	-5.265201599	0.00000102034899	0.000207669
ENSMUSE00000432520.4	chr6	30,746,262	30,746,325	+	ENSMUSG00000051855.15	Mest	-0.273409899	-5.265076785	0.00000102087286	0.000207669
ENSMUSE00000745840.1	chr12	84,355,924	84,357,850	-	ENSMUSG00000021234.9	Fam161b	-0.277181752	-5.265477713	0.00000101919101	0.000207669
ENSMUSE00000756448.1	chr13	100,779,609	100,779,785	-	ENSMUSG00000041431.16	Ccnb1	-0.260077693	-5.264803863	0.00000102201930	0.000207676
ENSMUSE00001003818.1	chr17	86,000,321	86,000,473	-	ENSMUSG00000024135.10	Srbd1	-0.261998804	-5.264396920	0.00000102373104	0.000207742
ENSMUSE00001429942.1	chr7	14,555,474	14,563,054	-	ENSMUSG00000100586.2	Vmn1r90	-0.587220939	-5.263175552	0.00000102888541	0.000208067
ENSMUSE00000402076.1	chr11	5,131,482	5,131,571	-	ENSMUSG00000034164.17	Emid1	0.277926134	5.263346472	0.00000102816258	0.000208067
ENSMUSE00000993206.1	chr6	30,653,459	30,655,850	-	ENSMUSG00000029790.16	Cep41	-0.294147966	-5.261425374	0.00000103631577	0.000208843
ENSMUSE00000944651.1	chr7	80,313,032	80,313,131	+	ENSMUSG00000038943.16	Prc1	-0.264262457	-5.260641612	0.00000103966023	0.000209372
ENSMUSE00001369031.1	chr6	63,253,137	63,257,625	-	ENSMUSG00000108242.1	9330118I20Rik	0.284791280	5.259997815	0.00000104241534	0.000209782
ENSMUSE00001397419.1	chr9	123,018,068	123,018,518	+	ENSMUSG00000036768.6	Kif15	-0.373392919	-5.258909611	0.00000104708854	0.000210431
ENSMUSE00000777542.1	chr2	119,618,694	119,618,895	+	ENSMUSG00000027306.15	Nusap1	-0.331040769	-5.253514502	0.00000107056197	0.000213965
ENSMUSE00001241787.1	chr2	5,855,980	5,856,047	+	ENSMUSG00000025817.12	Nudt5	-0.315751251	-5.253186671	0.00000107200481	0.000214106
ENSMUSE00000144485.1	chr19	17,654,688	17,654,900	-	ENSMUSG00000024713.16	Pcsk5	0.365079464	5.252097311	0.00000107681294	0.000214919
ENSMUSE00000706104.3	chr2	156,721,492	156,722,102	+	ENSMUSG00000061689.15	Dlgap4	-0.250720718	-5.250899507	0.00000108212409	0.000215388
ENSMUSE00001402004.1	chr9	123,018,068	123,018,733	+	ENSMUSG00000036768.6	Kif15	-0.368772154	-5.250025640	0.00000108601505	0.000215572
ENSMUSE00000254326.4	chr9	123,018,068	123,018,725	+	ENSMUSG00000036768.6	Kif15	-0.368772154	-5.250025640	0.00000108601505	0.000215572
ENSMUSE00000365137.1	chr5	31,076,674	31,076,886	+	ENSMUSG00000013629.16	Cad	-0.279769753	-5.249455223	0.00000108856226	0.000215930
ENSMUSE00000171727.1	chr2	164,771,854	164,772,058	+	ENSMUSG00000001403.13	Ube2c	-0.266637894	-5.248204018	0.00000109417005	0.000216747
ENSMUSE00000325221.3	chr8	72,744,458	72,744,665	+	ENSMUSG00000031622.16	Sin3b	-0.255572000	-5.246974017	0.00000109971036	0.000217400
ENSMUSE00000124500.3	chr14	55,618,898	55,619,040	+	ENSMUSG00000002324.8	Rec8	-0.439502939	-5.246534426	0.00000110169707	0.000217645
ENSMUSE00000714719.1	chr14	8,297,556	8,298,797	-	ENSMUSG00000021750.16	Fam107a	0.530256246	5.245327563	0.00000110716952	0.000218281
ENSMUSE00001270133.1	chr2	120,182,704	120,182,839	-	ENSMUSG00000050211.14	Pla2g4e	0.310060030	5.244683140	0.00000111010250	0.000218563
ENSMUSE00000951301.1	chr14	76,439,956	76,440,340	+	ENSMUSG00000022010.19	Tsc22d1	-0.296538785	-5.240193153	0.00000113075010	0.000221924
ENSMUSE00000960072.1	chr14	67,673,177	67,675,106	-	ENSMUSG00000093726.1	Gm20667	-0.461872928	-5.236939278	0.00000114594779	0.000224247
ENSMUSE00000195014.1	chr6	89,665,700	89,665,792	+	ENSMUSG00000000811.13	Txnrd3	0.260602591	5.236421468	0.00000114838467	0.000224429
ENSMUSE00000171729.1	chr2	164,771,293	164,771,379	+	ENSMUSG00000001403.13	Ube2c	-0.267785002	-5.233214551	0.00000116359018	0.000226185
ENSMUSE00000465533.1	chr2	5,862,301	5,862,408	+	ENSMUSG00000025817.12	Nudt5	-0.292588810	-5.230641384	0.00000117593312	0.000227974
ENSMUSE00000204506.3	chr7	122,085,403	122,088,338	-	ENSMUSG00000030869.11	Ndufab1	-0.341810520	-5.230000340	0.00000117902795	0.000228270
ENSMUSE00000759451.1	chr14	55,623,569	55,624,242	+	ENSMUSG00000002324.8	Rec8	-0.347694585	-5.227484010	0.00000119125356	0.000229614
ENSMUSE00001458434.1	chr19	59,293,812	59,295,243	+	ENSMUSG00000025094.8	Slc18a2	-0.455100492	-5.227588038	0.00000119074569	0.000229614
ENSMUSE00001321797.1	chr1	52,139,194	52,139,352	+	ENSMUSG00000101628.1	Gm28177	-0.536953005	-5.225865175	0.00000119918418	0.000230484
ENSMUSE00000961747.1	chr14	76,438,964	76,438,999	+	ENSMUSG00000022010.19	Tsc22d1	-0.343129912	-5.225159038	0.00000120265968	0.000230695
ENSMUSE00000815724.1	chr6	30,666,314	30,666,336	-	ENSMUSG00000029790.16	Cep41	-0.513712455	-5.219803733	0.00000122934055	0.000234575
ENSMUSE00001329172.1	chr2	163,419,795	163,420,361	+	ENSMUSG00000099632.1	2900093K20Rik	0.264423727	5.219370599	0.00000123152363	0.000234768
ENSMUSE00000195016.1	chr6	89,669,305	89,669,381	+	ENSMUSG00000000811.13	Txnrd3	0.266196201	5.212769188	0.00000126526935	0.000238612
ENSMUSE00000823870.1	chr11	59,442,792	59,442,841	-	ENSMUSG00000009894.15	Snap47	0.386583760	5.211904471	0.00000126975617	0.000239196
ENSMUSE00001235989.1	chr13	73,826,877	73,826,937	-	ENSMUSG00000021567.15	Nkd2	0.274992602	5.210756299	0.00000127573785	0.000239964
ENSMUSE00000241594.1	chr1	135,266,870	135,266,978	-	ENSMUSG00000041926.15	Rnpep	-0.287260135	-5.209278136	0.00000128347932	0.000240953
ENSMUSE00000975512.1	chr14	52,098,015	52,098,040	-	ENSMUSG00000060373.15	Hnrnpc	-0.303553200	-5.208767478	0.00000128616442	0.000241153
ENSMUSE00001314813.1	chr3	88,819,645	88,825,414	-	ENSMUSG00000098912.7	1500004A13Rik	-0.414849320	-5.207874325	0.00000129087394	0.000241621
ENSMUSE00001310650.1	chr16	17,647,608	17,647,861	+	ENSMUSG00000041617.10	Ccdc74a	0.392605717	5.207033888	0.00000129532090	0.000242172
ENSMUSE00001217710.1	chr14	76,438,936	76,439,108	+	ENSMUSG00000022010.19	Tsc22d1	-0.336495478	-5.204451526	0.00000130907882	0.000243557
ENSMUSE00000811173.1	chr2	119,618,298	119,618,895	+	ENSMUSG00000027306.15	Nusap1	-0.325189153	-5.203873243	0.00000131217924	0.000243978
ENSMUSE00000210779.3	chr8	47,847,394	47,847,558	-	ENSMUSG00000031563.8	Wwc2	0.254561341	5.202971353	0.00000131702901	0.000244567
ENSMUSE00000797472.1	chr7	30,542,470	30,543,614	-	ENSMUSG00000036864.16	Proser3	-0.387324321	-5.202756172	0.00000131818870	0.000244626
ENSMUSE00000727079.1	chr11	70,660,660	70,660,805	+	ENSMUSG00000060600.15	Eno3	0.275230939	5.201046763	0.00000132743690	0.000245559
ENSMUSE00000909740.1	chr7	100,454,603	100,455,111	+	ENSMUSG00000047248.20	C2cd3	-0.279619356	-5.198960234	0.00000133881146	0.000247348
ENSMUSE00000955267.1	chr14	76,438,933	76,439,108	+	ENSMUSG00000022010.19	Tsc22d1	-0.336331473	-5.195772779	0.00000135637197	0.000249633
ENSMUSE00000764358.1	chrX	73,865,686	73,865,816	-	ENSMUSG00000031391.18	L1cam	-0.264173145	-5.195577934	0.00000135745270	0.000249633
ENSMUSE00001359972.1	chr5	31,260,927	31,261,244	-	ENSMUSG00000038564.11	Ift172	-0.279306067	-5.194474837	0.00000136358706	0.000250061
ENSMUSE00000531418.1	chr12	76,040,354	76,040,486	+	ENSMUSG00000063450.14	Syne2	-0.421335553	-5.194434656	0.00000136381102	0.000250061
ENSMUSE00000436039.4	chr2	119,618,729	119,618,895	+	ENSMUSG00000027306.15	Nusap1	-0.328674857	-5.193308930	0.00000137010018	0.000250582
ENSMUSE00001338489.1	chr17	26,952,138	26,952,436	+	ENSMUSG00000067629.13	Syngap1	0.376321689	5.193425527	0.00000136944746	0.000250582
ENSMUSE00000820896.1	chr2	119,618,717	119,618,895	+	ENSMUSG00000027306.15	Nusap1	-0.328920977	-5.192522805	0.00000137450889	0.000250827
ENSMUSE00001323591.1	chr7	59,666,434	59,667,991	-	ENSMUSG00000100826.6	Snhg14	-0.443706261	-5.191859354	0.00000137824042	0.000250827
ENSMUSE00001342879.1	chr9	108,093,622	108,094,020	-	ENSMUSG00000032590.14	Apeh	-0.362001310	-5.192038637	0.00000137723108	0.000250827
ENSMUSE00001414080.1	chr12	13,607,789	13,609,740	-	ENSMUSG00000113666.1	Gm35725	-0.831652264	-5.192212827	0.00000137625111	0.000250827
ENSMUSE00000543969.4	chr1	74,635,715	74,636,043	+	ENSMUSG00000033276.18	Stk36	-0.305978607	-5.190408408	0.00000138643574	0.000251827
ENSMUSE00000739261.1	chr6	30,740,782	30,740,824	+	ENSMUSG00000051855.15	Mest	-0.278510712	-5.186406527	0.00000140928725	0.000255340
ENSMUSE00001290383.1	chr3	36,568,980	36,569,089	-	ENSMUSG00000027715.9	Ccna2	-0.250960921	-5.183996679	0.00000142322525	0.000256692
ENSMUSE00000698662.1	chr16	75,600,613	75,602,829	+	ENSMUSG00000032940.16	Rbm11	0.269327957	5.179980569	0.00000144675369	0.000259164
ENSMUSE00000698670.1	chr16	75,600,613	75,602,825	+	ENSMUSG00000032940.16	Rbm11	0.269364775	5.179913984	0.00000144714697	0.000259164
ENSMUSE00000730809.1	chr17	6,121,828	6,122,344	+	ENSMUSG00000034377.10	Tulp4	0.259478426	5.179539012	0.00000144936366	0.000259164
ENSMUSE00000815904.1	chr18	82,584,112	82,585,637	+	ENSMUSG00000041607.17	Mbp	0.322774461	5.179601435	0.00000144899441	0.000259164
ENSMUSE00000469355.4	chr18	82,584,112	82,585,627	+	ENSMUSG00000041607.17	Mbp	0.322774461	5.179601435	0.00000144899441	0.000259164
ENSMUSE00000808493.1	chr18	82,584,112	82,585,631	+	ENSMUSG00000041607.17	Mbp	0.322774461	5.179601435	0.00000144899441	0.000259164
ENSMUSE00001461307.1	chr18	82,584,112	82,585,629	+	ENSMUSG00000041607.17	Mbp	0.322774461	5.179601435	0.00000144899441	0.000259164
ENSMUSE00000812864.1	chr18	82,584,112	82,585,626	+	ENSMUSG00000041607.17	Mbp	0.322774461	5.179601435	0.00000144899441	0.000259164
ENSMUSE00001249914.1	chr11	78,305,143	78,305,320	+	ENSMUSG00000002055.9	Spag5	-0.325197863	-5.178556554	0.00000145518734	0.000259772
ENSMUSE00000513876.1	chr11	102,896,666	102,897,131	-	ENSMUSG00000020932.14	Gfap	0.455571130	5.177622365	0.00000146074612	0.000260604
ENSMUSE00000908554.1	chr11	102,896,666	102,897,200	-	ENSMUSG00000020932.14	Gfap	0.454683003	5.177384756	0.00000146216329	0.000260697
ENSMUSE00001345129.1	chr1	178,339,601	178,341,470	+	ENSMUSG00000104279.1	Gm38300	0.289327344	5.176556817	0.00000146711189	0.000260771
ENSMUSE00001319134.1	chr7	59,676,618	59,678,601	-	ENSMUSG00000100826.6	Snhg14	-0.600618937	-5.176705484	0.00000146622210	0.000260771
ENSMUSE00000696818.1	chr1	74,591,822	74,592,189	+	ENSMUSG00000026172.12	Bcs1l	-0.336498317	-5.171639229	0.00000149684377	0.000264376
ENSMUSE00000346806.6	chr17	56,322,356	56,323,486	+	ENSMUSG00000001228.14	Uhrf1	-0.266499712	-5.171557146	0.00000149734501	0.000264376
ENSMUSE00001400461.1	chr9	70,542,880	70,543,081	+	ENSMUSG00000032212.10	Sltm	-0.279947374	-5.169214240	0.00000151172148	0.000266107
ENSMUSE00000995563.1	chr17	66,134,085	66,134,192	+	ENSMUSG00000035842.10	Ddx11	-0.690970192	-5.168676899	0.00000151503768	0.000266207
ENSMUSE00000124501.3	chr14	55,621,235	55,621,319	+	ENSMUSG00000002324.8	Rec8	-0.399609329	-5.167403373	0.00000152292568	0.000267109
ENSMUSE00001404506.1	chr9	70,542,870	70,543,081	+	ENSMUSG00000032212.10	Sltm	-0.279758070	-5.162132902	0.00000155599933	0.000271763
ENSMUSE00001400025.1	chr9	70,542,859	70,543,081	+	ENSMUSG00000032212.10	Sltm	-0.279542970	-5.154873725	0.00000160270511	0.000278581
ENSMUSE00001337273.1	chr1	34,427,002	34,433,264	-	ENSMUSG00000102336.1	Gm37233	-0.307707329	-5.154519246	0.00000160502061	0.000278748
ENSMUSE00000120637.3	chr13	114,455,684	114,455,902	-	ENSMUSG00000021765.9	Fst	0.390830109	5.153731806	0.00000161017597	0.000279046
ENSMUSE00000755663.1	chr11	59,442,792	59,442,912	-	ENSMUSG00000009894.15	Snap47	0.385726351	5.152019963	0.00000162143932	0.000280831
ENSMUSE00001449606.1	chr17	23,826,586	23,826,666	-	ENSMUSG00000055839.6	Elob	0.450590309	5.151679776	0.00000162368680	0.000280972
ENSMUSE00000848317.2	chr15	3,270,921	3,271,052	+	ENSMUSG00000064373.12	Selenop	0.336723531	5.149791737	0.00000163621576	0.000282046
ENSMUSE00001421879.1	chr13	84,260,143	84,260,240	+	ENSMUSG00000035762.11	Tmem161b	0.264068879	5.147526758	0.00000165137087	0.000283985
ENSMUSE00000531412.1	chr12	76,052,099	76,052,269	+	ENSMUSG00000063450.14	Syne2	-0.388148810	-5.146360788	0.00000165922586	0.000284495
ENSMUSE00000360800.7	chr9	70,542,898	70,543,081	+	ENSMUSG00000032212.10	Sltm	-0.278533977	-5.144722419	0.00000167032512	0.000285892
ENSMUSE00001358479.1	chr5	31,281,344	31,281,440	-	ENSMUSG00000038564.11	Ift172	-0.282872904	-5.143449499	0.00000167899869	0.000286986
ENSMUSE00000388271.4	chr6	48,677,442	48,678,699	+	ENSMUSG00000051124.6	Gimap9	-0.500205131	-5.142950738	0.00000168240920	0.000286986
ENSMUSE00000776625.1	chr1	172,496,151	172,496,210	+	ENSMUSG00000037995.15	Igsf9	-0.250102042	-5.142385951	0.00000168627938	0.000287089
ENSMUSE00000670910.3	chr11	109,380,215	109,380,475	+	ENSMUSG00000020611.14	Gna13	0.506370422	5.142439829	0.00000168590981	0.000287089
ENSMUSE00000111649.1	chr11	98,771,200	98,771,344	-	ENSMUSG00000020889.11	Nr1d1	0.335737221	5.141072666	0.00000169531228	0.000287815
ENSMUSE00000522174.1	chr4	132,310,240	132,310,369	+	ENSMUSG00000064949.1	Snora61	0.299381022	5.140577778	0.00000169872842	0.000288045
ENSMUSE00001209608.1	chr16	17,647,608	17,647,652	+	ENSMUSG00000041617.10	Ccdc74a	0.387995530	5.140573971	0.00000169875473	0.000288045
ENSMUSE00000735572.1	chr17	29,697,575	29,700,252	-	ENSMUSG00000024018.18	Ccdc167	-0.262388425	-5.139886188	0.00000170351365	0.000288516
ENSMUSE00001394344.1	chr10	5,336,941	5,339,385	-	ENSMUSG00000096054.3	Syne1	0.345754456	5.138793870	0.00000171109845	0.000288791
ENSMUSE00000616749.2	chr10	5,336,949	5,339,385	-	ENSMUSG00000096054.3	Syne1	0.345754456	5.138793870	0.00000171109845	0.000288791
ENSMUSE00001317725.1	chr7	100,444,307	100,444,756	+	ENSMUSG00000047248.20	C2cd3	-0.288316218	-5.136341577	0.00000172824705	0.000290505
ENSMUSE00000431468.3	chr12	13,441,467	13,441,580	+	ENSMUSG00000020576.10	Nbas	-0.319751058	-5.136020460	0.00000173050499	0.000290655
ENSMUSE00000178048.1	chr4	52,481,670	52,481,830	+	ENSMUSG00000028312.19	Smc2	-0.258300243	-5.133801738	0.00000174618496	0.000292254
ENSMUSE00001235088.1	chr2	130,793,989	130,794,044	-	ENSMUSG00000027309.18	Dnaaf9	-0.263501076	-5.132943562	0.00000175228697	0.000292517
ENSMUSE00000741834.1	chr5	106,695,360	106,695,699	-	ENSMUSG00000049606.16	Zfp644	-0.523135311	-5.130782839	0.00000176774313	0.000293916
ENSMUSE00001381869.1	chr7	45,000,372	45,000,445	+	ENSMUSG00000003184.15	Irf3	-0.269588913	-5.129582023	0.00000177639038	0.000294680
ENSMUSE00001394296.1	chr9	70,542,794	70,543,081	+	ENSMUSG00000032212.10	Sltm	-0.278374399	-5.128883455	0.00000178143988	0.000295163
ENSMUSE00000460736.2	chr5	31,260,927	31,261,107	-	ENSMUSG00000038564.11	Ift172	-0.273544181	-5.127876452	0.00000178874356	0.000295300
ENSMUSE00000660916.3	chr13	22,040,636	22,041,362	-	ENSMUSG00000060639.5	H4c9	-0.439197253	-5.127804625	0.00000178926564	0.000295300
ENSMUSE00001384274.1	chr7	45,451,025	45,451,658	+	ENSMUSG00000003865.16	Gys1	-0.308025054	-5.126357553	0.00000179981538	0.000296704
ENSMUSE00001431621.1	chr7	14,555,474	14,562,159	-	ENSMUSG00000100586.2	Vmn1r90	-0.580904870	-5.124727498	0.00000181177197	0.000298236
ENSMUSE00001344855.1	chr2	5,862,301	5,862,388	+	ENSMUSG00000025817.12	Nudt5	-0.290904191	-5.123257052	0.00000182262441	0.000299446
ENSMUSE00001393985.1	chr9	70,542,754	70,543,081	+	ENSMUSG00000032212.10	Sltm	-0.278104211	-5.122272754	0.00000182992437	0.000300091
ENSMUSE00000789227.2	chr4	115,915,119	115,918,405	-	ENSMUSG00000028707.15	Dmbx1	0.763345668	5.120468896	0.00000184337678	0.000301154
ENSMUSE00000832254.2	chr4	115,915,120	115,918,405	-	ENSMUSG00000028707.15	Dmbx1	0.763345668	5.120468896	0.00000184337678	0.000301154
ENSMUSE00001220457.1	chr1	74,627,918	74,627,981	+	ENSMUSG00000033276.18	Stk36	-0.524491285	-5.119998108	0.00000184690359	0.000301278
ENSMUSE00001368356.1	chr6	98,245,900	98,248,611	+	ENSMUSG00000107902.1	Gm32592	-0.782022103	-5.119291333	0.00000185221064	0.000301919
ENSMUSE00001314707.1	chr4	128,486,801	128,487,010	+	ENSMUSG00000028804.20	Csmd2	-0.309376551	-5.118925453	0.00000185496382	0.000302029
ENSMUSE00000481157.1	chr5	31,068,363	31,068,587	+	ENSMUSG00000013629.16	Cad	-0.279318821	-5.117706660	0.00000186416391	0.000302183
ENSMUSE00000738572.1	chrX	53,055,856	53,056,164	-	ENSMUSG00000087365.7	C430049B03Rik	-0.724508719	-5.117698954	0.00000186422222	0.000302183
ENSMUSE00001386974.1	chr2	19,429,119	19,430,443	+	ENSMUSG00000109733.1	Gm33940	0.777701152	5.117099801	0.00000186876142	0.000302750
ENSMUSE00001331949.1	chr9	83,843,081	83,843,224	+	ENSMUSG00000038379.15	Ttk	-0.509948791	-5.116195092	0.00000187563598	0.000303525
ENSMUSE00001365785.1	chr6	86,687,823	86,688,428	-	ENSMUSG00000108197.1	Gm44214	0.405950093	5.112871379	0.00000190110459	0.000306793
ENSMUSE00001392026.1	chr8	71,388,756	71,389,005	-	ENSMUSG00000034911.8	Ushbp1	-0.535817072	-5.111585843	0.00000191104565	0.000307472
ENSMUSE00000841625.1	chr5	76,840,788	76,840,881	+	ENSMUSG00000036377.19	Cracd	-0.426232200	-5.110717954	0.00000191778575	0.000308288
ENSMUSE00001299944.1	chr1	74,627,585	74,627,673	+	ENSMUSG00000033276.18	Stk36	-0.395827185	-5.109843554	0.00000192459990	0.000309041
ENSMUSE00001323680.1	chr7	59,676,338	59,676,484	-	ENSMUSG00000100826.6	Snhg14	-0.499009836	-5.109155281	0.00000192998022	0.000309734
ENSMUSE00000677473.1	chr7	3,329,035	3,329,142	+	ENSMUSG00000078816.9	Prkcg	0.308578130	5.108778076	0.00000193293511	0.000310037
ENSMUSE00000156495.4	chr1	74,591,822	74,592,443	+	ENSMUSG00000026172.12	Bcs1l	-0.329688579	-5.107085269	0.00000194625050	0.000311408
ENSMUSE00000840136.1	chr4	94,602,877	94,603,135	-	ENSMUSG00000028577.13	Plaa	0.289757776	5.107547241	0.00000194260783	0.000311408
ENSMUSE00001367899.1	chr7	3,328,838	3,329,142	+	ENSMUSG00000078816.9	Prkcg	0.308029829	5.107256194	0.00000194490197	0.000311408
ENSMUSE00000418605.3	chr14	115,399,146	115,399,279	+	ENSMUSG00000022112.14	Gpc5	0.314523508	5.107010920	0.00000194683737	0.000311408
ENSMUSE00000978272.1	chr7	100,444,307	100,444,440	+	ENSMUSG00000047248.20	C2cd3	-0.287534660	-5.106550714	0.00000195047384	0.000311677
ENSMUSE00001043339.1	chr19	59,293,812	59,296,012	+	ENSMUSG00000025094.8	Slc18a2	-0.445655197	-5.105557007	0.00000195834858	0.000312314
ENSMUSE00000242690.3	chr1	132,582,995	132,583,147	-	ENSMUSG00000026442.14	Nfasc	-0.253618361	-5.103651033	0.00000197353973	0.000313953
ENSMUSE00000210410.1	chr8	54,585,771	54,585,962	+	ENSMUSG00000031519.4	Asb5	0.476480102	5.102912791	0.00000197945461	0.000314721
ENSMUSE00000120638.3	chr13	114,456,363	114,456,554	-	ENSMUSG00000021765.9	Fst	0.404625313	5.102481552	0.00000198291776	0.000315100
ENSMUSE00000856086.1	chr15	3,270,998	3,271,052	+	ENSMUSG00000064373.12	Selenop	0.336454053	5.100205425	0.00000200129499	0.000316981
ENSMUSE00000857757.1	chr15	3,270,999	3,271,052	+	ENSMUSG00000064373.12	Selenop	0.336454053	5.100205425	0.00000200129499	0.000316981
ENSMUSE00000696821.3	chr1	74,591,822	74,592,124	+	ENSMUSG00000026172.12	Bcs1l	-0.334830420	-5.099601554	0.00000200619845	0.000317316
ENSMUSE00001427173.1	chr17	66,150,803	66,152,174	+	ENSMUSG00000035842.10	Ddx11	-0.339742880	-5.099541924	0.00000200668328	0.000317316
