jxn_ID	chr	start	end	strand	gencodeID	inGencode	inGencodeStart	inGencodeEnd	Class	isFusion	logFC	t	P.Value	adj.P.Val
chr1:34294545-34295153(+)	chr1	34,294,545	34,295,153	+	ENSMUSG00000026131.20	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.170432365	-4.510143077	0.000021356715	0.002786972
chr17:26629678-26634416(+)	chr17	26,629,678	26,634,416	+	ENSMUSG00000001576.15	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.106694227	4.510110175	0.000021359367	0.002786972
chr17:85988508-86000320(-)	chr17	85,988,508	86,000,320	-	ENSMUSG00000024135.10	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.313511114	-4.508425619	0.000021495600	0.002794428
chr2:71249851-71250841(+)	chr2	71,249,851	71,250,841	+	ENSMUSG00000027012.15	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.113169514	-4.508492418	0.000021490182	0.002794428
chr2:174093524-174093928(+)	chr2	174,093,524	174,093,928	+	ENSMUSG00000027522.15	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.221170723	-4.508915330	0.000021455910	0.002794428
chr6:34746014-34753442(+)	chr6	34,746,014	34,753,442	+	ENSMUSG00000029761.16	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.399524328	-4.508603740	0.000021481155	0.002794428
chr7:19160753-19162548(-)	chr7	19,160,753	19,162,548	-	ENSMUSG00000030406.7	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.398095370	-4.509069519	0.000021443428	0.002794428
chr11:103967079-103969078(+)	chr11	103,967,079	103,969,078	+	ENSMUSG00000062421.13	FALSE	FALSE	TRUE	AltStartEnd	FALSE	1.893710348	4.507755978	0.000021549989	0.002799439
chr9:44937948-44939960(-)	chr9	44,937,948	44,939,960	-	ENSMUSG00000059890.16	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.164149513	-4.506594813	0.000021644615	0.002809665
chr4:94583570-94583832(-)	chr4	94,583,570	94,583,832	-	ENSMUSG00000028577.13	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.195277037	4.504942370	0.000021779972	0.002825160
chr2:75659388-75661465(+)	chr2	75,659,388	75,661,465	+	ENSMUSG00000059005.13	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.265915476	-4.504436215	0.000021821596	0.002828482
chr4:116270967-116272738(+)	chr4	116,270,967	116,272,738	+	ENSMUSG00000111410.1	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.203503642	-4.503051043	0.000021935903	0.002841214
chr9:70016922-70022436(+)	chr9	70,016,922	70,022,436	+	ENSMUSG00000033543.17	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.272487995	4.502637592	0.000021970134	0.002843563
chr9:54379002-54380907(-)	chr9	54,379,002	54,380,907	-	ENSMUSG00000041268.17	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.196143769	-4.502240752	0.000022003039	0.002845737
chr3:36568810-36568979(-)	chr3	36,568,810	36,568,979	-	ENSMUSG00000027715.9	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.260954995	-4.501248576	0.000022085515	0.002854315
chr16:17092303-17092684(-)	chr16	17,092,303	17,092,684	-	ENSMUSG00000022771.17	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.188715030	-4.500614007	0.000022138422	0.002859061
chr11:102308808-102308893(-)	chr11	102,308,808	102,308,893	-	ENSMUSG00000020923.17	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.150608071	4.499451899	0.000022235630	0.002869517
chr1:177771264-177772071(-)	chr1	177,771,264	177,772,071	-	ENSMUSG00000015961.8	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.112541196	4.499112112	0.000022264131	0.002869848
chr4:53543706-53544540(+)	chr4	53,543,706	53,544,540	+	ENSMUSG00000028412.17	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.254787015	4.499034068	0.000022270682	0.002869848
chr13:54302847-54312024(+)	chr13	54,302,847	54,312,024	+	ENSMUSG00000112941.1	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.194800360	4.497704801	0.000022382551	0.002873270
chr17:56202901-56204171(-)	chr17	56,202,901	56,204,171	-	ENSMUSG00000001229.9	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.188622231	-4.497902284	0.000022365896	0.002873270
chr4:117166453-117166880(-)	chr4	117,166,453	117,166,880	-	ENSMUSG00000028678.13	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.408921959	-4.497997010	0.000022357912	0.002873270
chr5:75957109-75959116(-)	chr5	75,957,109	75,959,116	-	ENSMUSG00000062960.10	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.395719384	-4.497811780	0.000022373527	0.002873270
chr7:84632755-84633884(-)	chr7	84,632,755	84,633,884	-	ENSMUSG00000030629.15	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.168130542	-4.497906883	0.000022365509	0.002873270
chr7:125646732-125647339(-)	chr7	125,646,732	125,647,339	-	ENSMUSG00000032777.9	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.180581623	-4.497366843	0.000022411079	0.002873270
chrX:7595820-7595902(-)	chrX	7,595,820	7,595,902	-	ENSMUSG00000103436.1	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.216296186	-4.497499442	0.000022399882	0.002873270
chr19:57777944-57797424(+)	chr19	57,777,944	57,797,424	+	ENSMUSG00000054843.9	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.222601532	-4.496913384	0.000022449413	0.002876097
chr2:151587241-151587321(+)	chr2	151,587,241	151,587,321	+	ENSMUSG00000027456.8	FALSE	FALSE	TRUE	AltStartEnd	FALSE	1.089257775	4.496098959	0.000022518422	0.002882848
chr10:29197439-29198944(+)	chr10	29,197,439	29,198,944	+	ENSMUSG00000038916.7	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.180010286	-4.495638117	0.000022557561	0.002885767
chr10:127083577-127085112(+)	chr10	127,083,577	127,085,112	+	ENSMUSG00000025422.10	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.129694400	4.495377507	0.000022579724	0.002886512
chr9:107791164-107791751(-)	chr9	107,791,164	107,791,751	-	ENSMUSG00000032582.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.177568782	-4.492901918	0.000022791309	0.002911454
chr2:152677639-152681050(+)	chr2	152,677,639	152,681,050	+	ENSMUSG00000019188.16	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.130198987	4.492623498	0.000022815225	0.002912403
chrX:151930349-151930463(+)	chrX	151,930,349	151,930,463	+	ENSMUSG00000025261.18	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.178427126	-4.492136621	0.000022857105	0.002915642
chr5:88639077-88640588(+)	chr5	88,639,077	88,640,588	+	ENSMUSG00000029291.11	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.112282536	-4.490962141	0.000022958439	0.002926456
chr11:58114093-58115264(+)	chr11	58,114,093	58,115,264	+	ENSMUSG00000020515.13	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.139662088	4.490486075	0.000022999638	0.002927483
chr12:71179157-71184422(+)	chr12	71,179,157	71,184,422	+	ENSMUSG00000034601.17	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.422029027	-4.490646831	0.000022985718	0.002927483
chr7:110051526-110052710(+)	chr7	110,051,526	110,052,710	+	ENSMUSG00000066232.4	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.152619674	-4.489044258	0.000023124851	0.002941301
chr1:74627492-74627584(+)	chr1	74,627,492	74,627,584	+	ENSMUSG00000033276.18	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.458111172	-4.487739916	0.000023238694	0.002943253
chr10:81470756-81471305(-)	chr10	81,470,756	81,471,305	-	ENSMUSG00000034818.17	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.143217334	-4.487936189	0.000023221528	0.002943253
chr11:69903451-69903864(+)	chr11	69,903,451	69,903,864	+	ENSMUSG00000047284.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.199825456	4.488405618	0.000023180524	0.002943253
chr15:99226540-99227908(+)	chr15	99,226,540	99,227,908	+	ENSMUSG00000037579.7	FALSE	FALSE	TRUE	AltStartEnd	FALSE	1.488428703	4.487906116	0.000023224157	0.002943253
chr7:28322312-28322463(-)	chr7	28,322,312	28,322,463	-	ENSMUSG00000003435.9	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.130526522	-4.488275322	0.000023191898	0.002943253
chr8:71634968-71635169(-)	chr8	71,634,968	71,635,169	-	ENSMUSG00000034799.16	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.202431625	-4.487723272	0.000023240150	0.002943253
chr12:76024156-76025556(+)	chr12	76,024,156	76,025,556	+	ENSMUSG00000063450.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.460058995	-4.487458932	0.000023263289	0.002944073
chr1:185369675-185370888(+)	chr1	185,369,675	185,370,888	+	ENSMUSG00000026615.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.207580055	-4.486126421	0.000023380270	0.002951615
chr13:107023981-107026398(+)	chr13	107,023,981	107,026,398	+	ENSMUSG00000071181.2	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.350048347	4.485923235	0.000023398158	0.002951615
chr7:114050418-114058539(-)	chr7	114,050,418	114,058,539	-	ENSMUSG00000055723.6	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.153443002	4.485829454	0.000023406419	0.002951615
chr9:44940147-44941153(-)	chr9	44,940,147	44,941,153	-	ENSMUSG00000059890.16	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.178597421	-4.486016678	0.000023389930	0.002951615
chr9:108093747-108094226(-)	chr9	108,093,747	108,094,226	-	ENSMUSG00000032590.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.374797066	-4.486027535	0.000023388974	0.002951615
chr14:67700417-67703967(-)	chr14	67,700,417	67,703,967	-	ENSMUSG00000048922.18	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.533032698	-4.485363635	0.000023447492	0.002952942
chr9:99394621-99436309(-)	chr9	99,394,621	99,436,309	-	ENSMUSG00000032470.17	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.646152185	4.485330951	0.000023450376	0.002952942
chr17:25885151-25919364(-)	chr17	25,885,151	25,919,364	-	ENSMUSG00000025730.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	1.582304922	4.485130683	0.000023468058	0.002953064
chr2:143696693-143749124(+)	chr2	143,696,693	143,749,124	+	ENSMUSG00000027419.9	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.174431551	4.484313476	0.000023540345	0.002960052
chr5:134242158-134242603(-)	chr5	134,242,158	134,242,603	-	ENSMUSG00000060261.15	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.217746361	-4.484072203	0.000023561728	0.002960633
chr19:6253615-6254358(+)	chr19	6,253,615	6,254,358	+	ENSMUSG00000024773.15	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.365714937	-4.483417820	0.000023619819	0.002965823
chr2:143793303-143795943(+)	chr2	143,793,303	143,795,943	+	ENSMUSG00000027419.9	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.167226731	4.482749510	0.000023679289	0.002971179
chr9:123017717-123018067(+)	chr9	123,017,717	123,018,067	+	ENSMUSG00000036768.6	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.408721213	-4.482073985	0.000023739548	0.002976626
chr2:152873215-152875540(+)	chr2	152,873,215	152,875,540	+	ENSMUSG00000027469.16	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.265078698	-4.481371066	0.000023802409	0.002982391
chr13:64184757-64185272(+)	chr13	64,184,757	64,185,272	+	ENSMUSG00000021476.9	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.201934689	4.481047820	0.000023831370	0.002982719
chr15:27467098-27544250(+)	chr15	27,467,098	27,544,250	+	ENSMUSG00000022265.7	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.196649131	4.480497970	0.000023880713	0.002982719
chr15:79541166-79542486(-)	chr15	79,541,166	79,542,486	-	ENSMUSG00000055065.7	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.244921313	-4.480025349	0.000023923204	0.002982719
chr2:76372156-76373559(+)	chr2	76,372,156	76,373,559	+	ENSMUSG00000042369.8	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.185909579	-4.480211827	0.000023906430	0.002982719
chr2:127113669-127116531(-)	chr2	127,113,669	127,116,531	-	ENSMUSG00000034906.15	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.273773611	-4.480280276	0.000023900276	0.002982719
chr2:130777280-130778416(-)	chr2	130,777,280	130,778,416	-	ENSMUSG00000027309.18	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.299842272	-4.480150683	0.000023911929	0.002982719
chr5:88632530-88635191(+)	chr5	88,632,530	88,635,191	+	ENSMUSG00000029291.11	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.100157073	-4.480810056	0.000023852695	0.002982719
chr9:70410890-70412841(-)	chr9	70,410,890	70,412,841	-	ENSMUSG00000032218.7	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.357966600	-4.479734207	0.000023949416	0.002983881
chr2:130395722-130395828(-)	chr2	130,395,722	130,395,828	-	ENSMUSG00000027408.7	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.271065808	4.478373204	0.000024072317	0.002997080
chr17:87435933-87442695(-)	chr17	87,435,933	87,442,695	-	ENSMUSG00000036438.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.096559415	4.478109304	0.000024096218	0.002997943
chr1:74262584-74263742(+)	chr1	74,262,584	74,263,742	+	ENSMUSG00000006304.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.097385860	4.476794688	0.000024215626	0.003009073
chr2:119639733-119643783(+)	chr2	119,639,733	119,643,783	+	ENSMUSG00000027306.15	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.269493020	-4.476749471	0.000024219743	0.003009073
chrX:152037485-152037590(+)	chrX	152,037,485	152,037,590	+	ENSMUSG00000041133.11	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.139134712	-4.476479816	0.000024244311	0.003010009
chr12:30896220-30897744(-)	chr12	30,896,220	30,897,744	-	ENSMUSG00000044573.16	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.157893484	4.475935762	0.000024293952	0.003014054
chr7:125693261-125696460(-)	chr7	125,693,261	125,696,460	-	ENSMUSG00000032777.9	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.229445949	-4.474466648	0.000024428491	0.003028619
chr7:31123145-31125054(-)	chr7	31,123,145	31,125,054	-	ENSMUSG00000019194.15	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.262671367	4.474071464	0.000024464804	0.003030994
chr11:6015508-6028866(-)	chr11	6,015,508	6,028,866	-	ENSMUSG00000057897.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.101805539	4.473802716	0.000024489529	0.003031931
chr2:121259267-121269903(-)	chr2	121,259,267	121,269,903	-	ENSMUSG00000043909.16	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.197288021	-4.473069480	0.000024557110	0.003038169
chr9:72686113-72709111(+)	chr9	72,686,113	72,709,111	+	ENSMUSG00000032216.15	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.200548485	-4.472771754	0.000024584603	0.003039441
chr8:85299991-85302795(+)	chr8	85,299,991	85,302,795	+	ENSMUSG00000031697.12	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.342845605	4.471889868	0.000024666212	0.003047398
chrX:95964991-95965089(-)	chrX	95,964,991	95,965,089	-	NA	FALSE	FALSE	FALSE	Novel	FALSE	-0.560667499	-4.471189480	0.000024731213	0.003053294
chr8:4243618-4243742(+)	chr8	4,243,618	4,243,742	+	ENSMUSG00000002948.19	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.187788104	4.470762807	0.000024770893	0.003056057
chr11:69035669-69035766(+)	chr11	69,035,669	69,035,766	+	ENSMUSG00000020898.18	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.173866676	-4.469605670	0.000024878814	0.003067230
chr7:4830907-4834229(-)	chr7	4,830,907	4,834,229	-	ENSMUSG00000053550.13	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.296846546	-4.468866721	0.000024947971	0.003073611
chr15:99243219-99243317(-)	chr15	99,243,219	99,243,317	-	ENSMUSG00000037570.16	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.147518375	4.467962130	0.000025032884	0.003080950
chr9:70559100-70561775(+)	chr9	70,559,100	70,561,775	+	ENSMUSG00000032212.10	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.264176754	-4.467860725	0.000025042420	0.003080950
chr2:143546663-143573442(+)	chr2	143,546,663	143,573,442	+	ENSMUSG00000027419.9	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.176610664	4.466335199	0.000025186306	0.003096496
chr16:44366638-44367632(+)	chr16	44,366,638	44,367,632	+	ENSMUSG00000043065.12	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.472122698	-4.465854634	0.000025231798	0.003097878
chr2:29700850-29702192(+)	chr2	29,700,850	29,702,192	+	ENSMUSG00000039844.20	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.166735313	4.465846025	0.000025232613	0.003097878
chr5:88616578-88617334(+)	chr5	88,616,578	88,617,334	+	ENSMUSG00000029291.11	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.107094173	-4.464563467	0.000025354419	0.003109027
chr5:149050439-149050587(-)	chr5	149,050,439	149,050,587	-	ENSMUSG00000066551.12	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.121627016	4.464509062	0.000025359598	0.003109027
chrX:151921160-151921261(+)	chrX	151,921,160	151,921,261	+	ENSMUSG00000025261.18	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.150814313	-4.464334525	0.000025376221	0.003109027
chr12:44591058-44594139(+)	chr12	44,591,058	44,594,139	+	ENSMUSG00000020598.16	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.380793444	4.463958258	0.000025412094	0.003111045
chr14:20358139-20363262(+)	chr14	20,358,139	20,363,262	+	ENSMUSG00000039599.16	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.742408585	-4.463608135	0.000025445517	0.003111045
chr3:90400638-90401067(-)	chr3	90,400,638	90,401,067	-	ENSMUSG00000027933.11	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.186019301	-4.463747289	0.000025432228	0.003111045
chrX:73864328-73864423(-)	chrX	73,864,328	73,864,423	-	ENSMUSG00000031391.18	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.233144219	-4.463253230	0.000025479441	0.003113038
chr8:13106308-13122806(+)	chr8	13,106,308	13,122,806	+	ENSMUSG00000031446.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.993482794	4.462516979	0.000025549955	0.003119496
chr1:135746848-135750564(+)	chr1	135,746,848	135,750,564	+	ENSMUSG00000026421.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.217220267	4.462128041	0.000025587282	0.003120929
chr19:41939732-41939856(+)	chr19	41,939,732	41,939,856	+	ENSMUSG00000025157.8	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.217712098	4.462026642	0.000025597022	0.003120929
chr7:59676729-59678858(-)	chr7	59,676,729	59,678,858	-	ENSMUSG00000100826.6	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.848611714	-4.461685880	0.000025629781	0.003122768
chr2:26905992-26908092(-)	chr2	26,905,992	26,908,092	-	ENSMUSG00000015776.12	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.161305096	4.459959354	0.000025796383	0.003138738
chr6:125171946-125172989(-)	chr6	125,171,946	125,172,989	-	ENSMUSG00000038252.13	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.258175560	-4.460103224	0.000025782460	0.003138738
chr11:95023614-95024577(+)	chr11	95,023,614	95,024,577	+	ENSMUSG00000047181.12	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.130276661	4.458591905	0.000025929080	0.003148378
chr11:69359257-69359826(-)	chr11	69,359,257	69,359,826	-	ENSMUSG00000018474.18	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.120173163	-4.458605553	0.000025927752	0.003148378
chr6:124859251-124859491(-)	chr6	124,859,251	124,859,491	-	ENSMUSG00000038390.11	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.419194687	4.458954196	0.000025893859	0.003148378
chr16:48935585-48936969(-)	chr16	48,935,585	48,936,969	-	ENSMUSG00000064061.13	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.263903286	-4.458365902	0.000025951075	0.003148885
chr2:130710030-130710811(-)	chr2	130,710,030	130,710,811	-	ENSMUSG00000027309.18	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.182597661	-4.457002643	0.000026084132	0.003162858
chr15:79542585-79543705(-)	chr15	79,542,585	79,543,705	-	ENSMUSG00000055065.7	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.242368160	-4.456621885	0.000026121412	0.003165206
chr9:70579430-70579951(+)	chr9	70,579,430	70,579,951	+	ENSMUSG00000032212.10	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.231342429	-4.456188971	0.000026163863	0.003168177
chr12:25054033-25056581(+)	chr12	25,054,033	25,056,581	+	ENSMUSG00000036333.11	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.099189123	-4.455505858	0.000026230982	0.003174129
chrX:53008717-53012276(+)	chrX	53,008,717	53,012,276	+	ENSMUSG00000025630.8	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.132356374	4.454903776	0.000026290278	0.003179126
chr5:31281014-31281343(-)	chr5	31,281,014	31,281,343	-	ENSMUSG00000038564.11	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.317327454	-4.454634084	0.000026316881	0.003180166
chr6:125170213-125170726(-)	chr6	125,170,213	125,170,726	-	ENSMUSG00000038252.13	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.214022600	-4.453741015	0.000026405160	0.003188653
chr13:58394784-58395164(-)	chr13	58,394,784	58,395,164	-	ENSMUSG00000021546.18	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.073890410	-4.453377448	0.000026441181	0.003190822
chr12:80642844-80643763(-)	chr12	80,642,844	80,643,763	-	ENSMUSG00000021131.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.324928177	4.453065797	0.000026472096	0.003192372
chr11:83410590-83412477(+)	chr11	83,410,590	83,412,477	+	ENSMUSG00000020684.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	1.195909545	4.452481772	0.000026530123	0.003197188
chr15:25415148-25422530(+)	chr15	25,415,148	25,422,530	+	NA	FALSE	FALSE	FALSE	Novel	FALSE	-0.851292711	-4.451753341	0.000026602672	0.003203745
chr11:116080343-116081231(-)	chr11	116,080,343	116,081,231	-	ENSMUSG00000034341.17	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.297940314	4.451562815	0.000026621679	0.003203850
chr5:31263481-31263570(-)	chr5	31,263,481	31,263,570	-	ENSMUSG00000038564.11	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.291623987	-4.451008194	0.000026677083	0.003208332
chr1:177782892-177784048(-)	chr1	177,782,892	177,784,048	-	ENSMUSG00000015961.8	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.113193282	4.449994735	0.000026778613	0.003218352
chr6:89661600-89663076(+)	chr6	89,661,600	89,663,076	+	ENSMUSG00000000811.13	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.213459273	4.449758246	0.000026802358	0.003219016
chr19:46254094-46254556(+)	chr19	46,254,094	46,254,556	+	ENSMUSG00000025224.16	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.323212257	-4.449102873	0.000026868270	0.003222551
chr2:181092291-181096949(-)	chr2	181,092,291	181,096,949	-	ENSMUSG00000016346.17	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.304850317	4.449135343	0.000026865001	0.003222551
chr2:163628051-163629126(-)	chr2	163,628,051	163,629,126	-	ENSMUSG00000017707.9	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.107953757	4.447872101	0.000026992474	0.003235251
chr10:69956765-69958917(+)	chr10	69,956,765	69,958,917	+	ENSMUSG00000069601.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-1.362010725	-4.447170977	0.000027063477	0.003241562
chr13:56083293-56084195(-)	chr13	56,083,293	56,084,195	-	ENSMUSG00000015937.15	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.147353590	-4.446886682	0.000027092319	0.003242207
chrX:151906362-151906950(+)	chrX	151,906,362	151,906,950	+	ENSMUSG00000025261.18	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.233380167	-4.446756248	0.000027105562	0.003242207
chr17:35154006-35154107(-)	chr17	35,154,006	35,154,107	-	ENSMUSG00000024393.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.138307955	-4.446133954	0.000027168828	0.003247576
chr4:155273026-155286779(-)	chr4	155,273,026	155,286,779	-	ENSMUSG00000029053.16	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.101646769	4.445637014	0.000027219453	0.003251427
chr1:171289260-171289517(-)	chr1	171,289,260	171,289,517	-	ENSMUSG00000062963.10	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.139318850	4.443992246	0.000027387662	0.003266161
chr19:46252231-46253986(+)	chr19	46,252,231	46,253,986	+	ENSMUSG00000025224.16	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.259109418	-4.443888983	0.000027398256	0.003266161
chr3:90411344-90413529(-)	chr3	90,411,344	90,413,529	-	ENSMUSG00000027933.11	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.190773003	-4.443984476	0.000027388459	0.003266161
chr2:154821088-154847248(+)	chr2	154,821,088	154,847,248	+	ENSMUSG00000027593.15	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.506762009	4.443479396	0.000027440317	0.003268969
chr11:86535459-86543930(-)	chr11	86,535,459	86,543,930	-	ENSMUSG00000020516.15	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.396290861	4.442919763	0.000027497886	0.003273620
chr17:32359493-32361460(-)	chr17	32,359,493	32,361,460	-	ENSMUSG00000024050.18	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.231513318	-4.442457261	0.000027545552	0.003274881
chr4:116709272-116709437(+)	chr4	116,709,272	116,709,437	+	ENSMUSG00000028689.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.986739837	-4.442597076	0.000027531134	0.003274881
chr8:4243444-4243552(+)	chr8	4,243,444	4,243,552	+	ENSMUSG00000002948.19	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.217590369	4.442176389	0.000027574538	0.003276122
chr2:155506560-155514628(-)	chr2	155,506,560	155,514,628	-	ENSMUSG00000027603.15	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.196001634	4.441991645	0.000027593619	0.003276186
chr5:29224283-29225042(+)	chr5	29,224,283	29,225,042	+	ENSMUSG00000029130.12	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.432765993	-4.441369870	0.000027657934	0.003281617
