transcript_id	transcript_name	gencodeID	gene_Symbol	logFC	t	P.Value	adj.P.Val
ENSMUST00000062609.5	Zkscan4-201	ENSMUSG00000054931.7	Zkscan4	0.164078025	4.812534195	0.000007165671	0.0007716968
ENSMUST00000113733.9	Bcs1l-203	ENSMUSG00000026172.12	Bcs1l	-0.334951215	-4.811176397	0.000007203270	0.0007743252
ENSMUST00000115516.10	Zfp13-202	ENSMUSG00000062012.14	Zfp13	0.128549788	4.809107894	0.000007260920	0.0007790953
ENSMUST00000000348.14	Rtca-201	ENSMUSG00000000339.14	Rtca	0.116293491	4.808080094	0.000007289731	0.0007793374
ENSMUST00000033483.4	Ccdc22-201	ENSMUSG00000031143.4	Ccdc22	-0.171084487	-4.808432901	0.000007279829	0.0007793374
ENSMUST00000021666.5	Abcd4-201	ENSMUSG00000021240.6	Abcd4	-0.222376978	-4.805234264	0.000007370090	0.0007850684
ENSMUST00000090543.5	Nr1d2-201	ENSMUSG00000021775.11	Nr1d2	0.216274333	4.805688339	0.000007357210	0.0007850684
ENSMUST00000166392.1	Hrh3-206	ENSMUSG00000039059.11	Hrh3	0.271178447	4.801712668	0.000007470726	0.0007930839
ENSMUST00000239444.1	CT030740.1-201	ENSMUSG00000118651.1	CT030740.1	0.187362069	4.801655756	0.000007472363	0.0007930839
ENSMUST00000000466.12	Plin2-201	ENSMUSG00000028494.12	Plin2	-0.203049148	-4.800749313	0.000007498488	0.0007944201
ENSMUST00000116366.8	Zgpat-203	ENSMUSG00000027582.16	Zgpat	-0.321825004	-4.798477970	0.000007564342	0.0007985143
ENSMUST00000168846.2	Prkag1-201	ENSMUSG00000067713.7	Prkag1	-0.119007041	-4.798851248	0.000007553481	0.0007985143
ENSMUST00000032969.13	Pold3-201	ENSMUSG00000030726.16	Pold3	-0.108284874	-4.793688998	0.000007705044	0.0008115877
ENSMUST00000081111.13	Impdh2-201	ENSMUSG00000062867.13	Impdh2	-0.122332294	-4.793324960	0.000007715843	0.0008115877
ENSMUST00000133808.1	Tmem250-ps-201	ENSMUSG00000087679.2	Tmem250-ps	0.119351771	4.792669384	0.000007735328	0.0008121817
ENSMUST00000216967.1	Zglp1-202	ENSMUSG00000079681.3	Zglp1	0.577221427	4.790819620	0.000007790565	0.0008165208
ENSMUST00000021097.9	Recql5-201	ENSMUSG00000020752.11	Recql5	-0.219256347	-4.789041849	0.000007844014	0.0008206573
ENSMUST00000032065.14	Pcyox1-201	ENSMUSG00000029998.14	Pcyox1	0.109862876	4.787989596	0.000007875819	0.0008217152
ENSMUST00000159704.7	Kifbp-202	ENSMUSG00000036955.16	Kifbp	0.546992886	4.787781389	0.000007882127	0.0008217152
ENSMUST00000228625.1	Eif3h-204	ENSMUSG00000022312.11	Eif3h	0.778041975	4.781230775	0.000008083121	0.0008411749
ENSMUST00000011450.7	Sugp1-201	ENSMUSG00000011306.7	Sugp1	-0.123274090	-4.779977364	0.000008122145	0.0008437400
ENSMUST00000079590.6	Myo1a-201	ENSMUSG00000025401.9	Myo1a	-0.191455399	-4.779135837	0.000008148448	0.0008449768
ENSMUST00000068394.6	Gabrg3-201	ENSMUSG00000055026.13	Gabrg3	0.320599884	4.778616829	0.000008164712	0.0008451701
ENSMUST00000040381.14	Ncoa5-201	ENSMUSG00000039804.15	Ncoa5	-0.133837530	-4.776189598	0.000008241193	0.0008515851
ENSMUST00000190930.1	2900093K20Rik-201	ENSMUSG00000099632.1	2900093K20Rik	0.205145592	4.775065296	0.000008276855	0.0008537670
ENSMUST00000174155.7	Gtf2i-219	ENSMUSG00000060261.15	Gtf2i	-0.294570559	-4.774315204	0.000008300731	0.0008547277
ENSMUST00000107303.9	Mlx-203	ENSMUSG00000017801.15	Mlx	0.512350939	4.773687359	0.000008320767	0.0008552904
ENSMUST00000085671.9	Zkscan5-202	ENSMUSG00000055991.15	Zkscan5	0.140358388	4.773081312	0.000008340153	0.0008557842
ENSMUST00000111018.1	Srp9-202	ENSMUSG00000026511.7	Srp9	0.351600806	4.765949423	0.000008571609	0.0008772014
ENSMUST00000212141.1	Adgrg1-209	ENSMUSG00000031785.16	Adgrg1	-0.228000170	-4.765731844	0.000008578768	0.0008772014
ENSMUST00000109813.8	Camk2b-209	ENSMUSG00000057897.14	Camk2b	0.103662895	4.764293526	0.000008626237	0.0008786122
ENSMUST00000049518.4	Zfp85os-201	ENSMUSG00000044081.7	Zfp85os	-0.248288365	-4.763954181	0.000008637474	0.0008786122
ENSMUST00000114943.10	Dcc-202	ENSMUSG00000060534.16	Dcc	-0.241919277	-4.764401972	0.000008622649	0.0008786122
ENSMUST00000033154.7	Plk1-201	ENSMUSG00000030867.7	Plk1	-0.210981405	-4.759001999	0.000008803088	0.0008939094
ENSMUST00000029131.10	Ggt7-201	ENSMUSG00000027603.15	Ggt7	0.103370295	4.756928979	0.000008873330	0.0008963896
ENSMUST00000156039.1	Aldoc-206	ENSMUSG00000017390.15	Aldoc	0.438947216	4.757132883	0.000008866397	0.0008963896
ENSMUST00000002840.8	Pex6-201	ENSMUSG00000002763.16	Pex6	-0.180239524	-4.757074811	0.000008868371	0.0008963896
ENSMUST00000166734.9	Clasp2-203	ENSMUSG00000033392.16	Clasp2	-0.719629743	-4.754884623	0.000008943135	0.0009018890
ENSMUST00000175674.1	Gm20667-201	ENSMUSG00000093726.1	Gm20667	-0.228197808	-4.751388930	0.000009063737	0.0009123935
ENSMUST00000133181.1	Cdc23-203	ENSMUSG00000024370.17	Cdc23	-0.142881338	-4.750967359	0.000009078388	0.0009123935
ENSMUST00000186634.6	Gramd1a-206	ENSMUSG00000001248.15	Gramd1a	-0.332390371	-4.749497027	0.000009129667	0.0009154720
ENSMUST00000190369.6	Apbb1-215	ENSMUSG00000037032.16	Apbb1	1.089689471	4.749195599	0.000009140214	0.0009154720
ENSMUST00000139471.1	Gm14133-201	ENSMUSG00000087029.1	Gm14133	-0.276966513	-4.746757868	0.000009225951	0.0009205880
ENSMUST00000144545.1	A830082K12Rik-205	ENSMUSG00000087143.9	A830082K12Rik	0.251461280	4.746407222	0.000009238347	0.0009205880
ENSMUST00000006235.8	Ctsb-201	ENSMUSG00000021939.8	Ctsb	0.094088286	4.746733384	0.000009226816	0.0009205880
ENSMUST00000020285.9	Sar1a-201	ENSMUSG00000020088.10	Sar1a	0.076860728	4.745340392	0.000009276164	0.0009212282
ENSMUST00000120991.2	E530001F21Rik-201	ENSMUSG00000083889.4	E530001F21Rik	-0.277686829	-4.745385683	0.000009274555	0.0009212282
ENSMUST00000119968.7	Mrpl24-202	ENSMUSG00000019710.13	Mrpl24	-0.218120917	-4.743921482	0.000009326694	0.0009246818
ENSMUST00000071564.13	Fbh1-201	ENSMUSG00000058594.15	Fbh1	-0.173157870	-4.741807010	0.000009402492	0.0009270991
ENSMUST00000135913.1	5830417I10Rik-201	ENSMUSG00000078684.8	5830417I10Rik	-0.172411984	-4.741480260	0.000009414259	0.0009270991
ENSMUST00000211802.1	Col11a1-207	ENSMUSG00000027966.20	Col11a1	-0.398568288	-4.742128696	0.000009390922	0.0009270991
ENSMUST00000134458.7	Macf1-209	ENSMUSG00000028649.21	Macf1	-0.202360104	-4.741615630	0.000009409382	0.0009270991
ENSMUST00000176278.7	Zbtb25-204	ENSMUSG00000056459.14	Zbtb25	0.343876885	4.740839473	0.000009437375	0.0009278189
ENSMUST00000054591.9	Thnsl1-201	ENSMUSG00000048550.17	Thnsl1	-0.176560612	-4.739619945	0.000009481523	0.0009306004
ENSMUST00000182018.7	Dst-204	ENSMUSG00000026131.20	Dst	-0.182713565	-4.737282404	0.000009566707	0.0009373936
ENSMUST00000118110.2	Arrdc4-202	ENSMUSG00000042659.15	Arrdc4	0.628604243	4.734662365	0.000009663072	0.0009452578
ENSMUST00000201134.1	Nsg1-202	ENSMUSG00000029126.7	Nsg1	0.289868924	4.729265165	0.000009864566	0.0009601675
ENSMUST00000219547.1	Mcm9-203	ENSMUSG00000058298.10	Mcm9	0.274205952	4.729618854	0.000009851238	0.0009601675
ENSMUST00000149019.1	Nbr1-217	ENSMUSG00000017119.19	Nbr1	-0.497531806	-4.730059777	0.000009834646	0.0009601675
ENSMUST00000213712.1	Gm36251-201	ENSMUSG00000110996.1	Gm36251	0.302280168	4.726893661	0.000009954390	0.0009673063
ENSMUST00000107981.1	Gm12394-201	ENSMUSG00000078722.2	Gm12394	-0.267166995	-4.725107446	0.000010022570	0.0009707173
ENSMUST00000182690.1	Gm15743-202	ENSMUSG00000086645.2	Gm15743	0.200174823	4.725486793	0.000010008052	0.0009707173
ENSMUST00000021424.4	Sptlc2-201	ENSMUSG00000021036.10	Sptlc2	-0.160983415	-4.724312072	0.000010053076	0.0009720678
ENSMUST00000203220.2	Hnrnpa2b1-204	ENSMUSG00000004980.16	Hnrnpa2b1	-0.230711532	-4.721997340	0.000010142370	0.0009790890
ENSMUST00000145102.1	Igfbpl1-202	ENSMUSG00000035551.6	Igfbpl1	-0.246879845	-4.717464239	0.000010319482	0.0009945507
ENSMUST00000023918.12	Ivns1abp-201	ENSMUSG00000023150.14	Ivns1abp	-0.176424384	-4.715717581	0.000010388526	0.0009979276
ENSMUST00000223703.1	Epb41l3-205	ENSMUSG00000024044.19	Epb41l3	-0.188876891	-4.715995825	0.000010377497	0.0009979276
ENSMUST00000211608.1	Ssbp4-215	ENSMUSG00000070003.7	Ssbp4	0.162479225	4.715150085	0.000010411055	0.0009984576
ENSMUST00000218055.1	Zup1-202	ENSMUSG00000039531.8	Zup1	-0.297417809	-4.714174303	0.000010449905	0.0010005485
ENSMUST00000110087.8	Fgd3-203	ENSMUSG00000037946.11	Fgd3	-0.207191036	-4.712653175	0.000010510747	0.0010047350
ENSMUST00000067631.6	Slc35c1-201	ENSMUSG00000049922.8	Slc35c1	0.195264486	4.711959605	0.000010538603	0.0010057597
ENSMUST00000106625.9	5330417C22Rik-202	ENSMUSG00000040412.17	5330417C22Rik	-0.166263879	-4.709765670	0.000010627193	0.0010125679
ENSMUST00000081202.5	Manbal-201	ENSMUSG00000063019.5	Manbal	0.107554914	4.708627960	0.000010673417	0.0010153240
ENSMUST00000000175.5	Sdhd-201	ENSMUSG00000000171.5	Sdhd	0.076205602	4.706427092	0.000010763394	0.0010222263
ENSMUST00000231426.1	Robo2-212	ENSMUSG00000052516.19	Robo2	-0.577912256	-4.704642710	0.000010836885	0.0010275432
ENSMUST00000041391.4	Psd-201	ENSMUSG00000037126.16	Psd	0.123955320	4.703607430	0.000010879747	0.0010299435
ENSMUST00000191108.6	Stk16-216	ENSMUSG00000026201.12	Stk16	-0.276496134	-4.702753496	0.000010915225	0.0010299796
ENSMUST00000028250.8	Mrrf-201	ENSMUSG00000026887.9	Mrrf	-0.202893836	-4.703112174	0.000010900310	0.0010299796
ENSMUST00000084852.12	Numa1-201	ENSMUSG00000066306.13	Numa1	-0.168358438	-4.699674736	0.000011044075	0.0010388824
ENSMUST00000022767.15	Mettl3-201	ENSMUSG00000022160.18	Mettl3	-0.311420389	-4.699653412	0.000011044973	0.0010388824
ENSMUST00000034746.9	Mns1-201	ENSMUSG00000032221.14	Mns1	-0.184552243	-4.698296517	0.000011102234	0.0010425975
ENSMUST00000029686.3	Hcn3-201	ENSMUSG00000028051.10	Hcn3	-0.190176565	-4.695724925	0.000011211548	0.0010452097
ENSMUST00000139147.1	Rad54l-204	ENSMUSG00000028702.15	Rad54l	-0.174407086	-4.696389712	0.000011183189	0.0010452097
ENSMUST00000105851.8	Pithd1-201	ENSMUSG00000028669.15	Pithd1	0.123541168	4.695315457	0.000011229051	0.0010452097
ENSMUST00000136217.2	Prdm16os-201	ENSMUSG00000085069.2	Prdm16os	-0.232993082	-4.695132036	0.000011236899	0.0010452097
ENSMUST00000045847.14	Erf-201	ENSMUSG00000040857.15	Erf	0.143438828	4.695544816	0.000011219244	0.0010452097
ENSMUST00000040440.6	Calm2-201	ENSMUSG00000036438.14	Calm2	0.098155401	4.696741255	0.000011168221	0.0010452097
ENSMUST00000230254.1	Tfcp2-206	ENSMUSG00000009733.9	Tfcp2	0.335831833	4.693587665	0.000011303197	0.0010497128
ENSMUST00000066774.5	Tusc1-201	ENSMUSG00000054000.5	Tusc1	0.153510892	4.692536919	0.000011348521	0.0010522571
ENSMUST00000182080.1	Ube2w-205	ENSMUSG00000025939.19	Ube2w	0.291719018	4.691874502	0.000011377185	0.0010532510
ENSMUST00000075010.11	Hikeshi-201	ENSMUSG00000062797.14	Hikeshi	-0.220310535	-4.690477169	0.000011437881	0.0010572025
ENSMUST00000178142.1	Nim1k-201	ENSMUSG00000095930.1	Nim1k	0.121628475	4.689535536	0.000011478961	0.0010593312
ENSMUST00000076264.7	Zfp512-201	ENSMUSG00000062761.7	Zfp512	-0.123304742	-4.688218647	0.000011536653	0.0010629839
ENSMUST00000030475.2	Nsun4-202	ENSMUSG00000028706.14	Nsun4	-0.117246893	-4.684038666	0.000011721648	0.0010783365
ENSMUST00000186535.1	Dubr-202	ENSMUSG00000022639.14	Dubr	-0.285445187	-4.682263260	0.000011801094	0.0010839461
ENSMUST00000106653.3	Usp47-201	ENSMUSG00000059263.9	Usp47	-0.106617928	-4.681546266	0.000011833326	0.0010852084
ENSMUST00000114437.8	Ppp2r1b-202	ENSMUSG00000032058.14	Ppp2r1b	-0.125893660	-4.679091814	0.000011944314	0.0010936780
ENSMUST00000034385.11	Has3-201	ENSMUSG00000031910.14	Has3	-0.165946420	-4.678314441	0.000011979676	0.0010952074
ENSMUST00000074733.10	Septin11-201	ENSMUSG00000058013.11	Septin11	-0.149068689	-4.677630756	0.000012010861	0.0010963507
ENSMUST00000020263.13	Hnrnph3-201	ENSMUSG00000020069.16	Hnrnph3	-0.418449558	-4.673908633	0.000012182029	0.0011102482
ENSMUST00000124130.1	Thra-204	ENSMUSG00000058756.13	Thra	0.168034264	4.673485204	0.000012201651	0.0011103124
ENSMUST00000037709.15	Tm7sf3-201	ENSMUSG00000040234.16	Tm7sf3	0.100991243	4.670776123	0.000012327919	0.0011200658
ENSMUST00000028950.8	Sdcbp2-201	ENSMUSG00000027456.8	Sdcbp2	0.282072036	4.670344898	0.000012348134	0.0011201686
ENSMUST00000216841.1	Ubl7-208	ENSMUSG00000055720.10	Ubl7	-0.601528031	-4.668952135	0.000012413648	0.0011243738
ENSMUST00000182822.7	Ccdc74a-207	ENSMUSG00000041617.10	Ccdc74a	0.238225780	4.667899633	0.000012463380	0.0011271389
ENSMUST00000139460.1	Top2a-203	ENSMUSG00000020914.17	Top2a	-0.351152755	-4.667361042	0.000012488904	0.0011277096
ENSMUST00000200452.4	Fubp1-219	ENSMUSG00000028034.15	Fubp1	-0.362773062	-4.662913933	0.000012701607	0.0011402629
ENSMUST00000106121.5	Fubp1-201	ENSMUSG00000028034.15	Fubp1	-0.362773062	-4.662913933	0.000012701607	0.0011402629
ENSMUST00000145310.7	Ccdc136-206	ENSMUSG00000029769.16	Ccdc136	0.161339263	4.664014299	0.000012648651	0.0011402629
ENSMUST00000065211.8	Srr-201	ENSMUSG00000001323.17	Srr	-0.264587734	-4.662830365	0.000012705637	0.0011402629
ENSMUST00000083909.1	Gm25186-201	ENSMUSG00000065843.1	Gm25186	1.716040202	4.659235383	0.000012880208	0.0011541649
ENSMUST00000046514.12	Eprs-201	ENSMUSG00000026615.14	Eprs	-0.128062412	-4.658063577	0.000012937612	0.0011557797
ENSMUST00000097317.9	Slc29a1-203	ENSMUSG00000023942.15	Slc29a1	-1.025881564	-4.658408408	0.000012920694	0.0011557797
ENSMUST00000166950.7	Sec61g-206	ENSMUSG00000078974.10	Sec61g	0.187129506	4.657062440	0.000012986853	0.0011584155
ENSMUST00000118632.1	Atp5k-202	ENSMUSG00000050856.16	Atp5k	0.766418589	4.655662356	0.000013056022	0.0011599911
ENSMUST00000170141.2	Orc6-202	ENSMUSG00000031697.12	Orc6	0.311354720	4.655448321	0.000013066628	0.0011599911
ENSMUST00000217910.1	Tmem200a-202	ENSMUSG00000049420.9	Tmem200a	0.194393684	4.655106699	0.000013083572	0.0011599911
ENSMUST00000020522.8	Pfkl-201	ENSMUSG00000020277.10	Pfkl	-0.213541692	-4.656122997	0.000013033225	0.0011599911
ENSMUST00000090759.4	Acp6-201	ENSMUSG00000028093.15	Acp6	-0.236836131	-4.652474233	0.000013214865	0.0011698643
ENSMUST00000102699.7	Mutyh-201	ENSMUSG00000028687.17	Mutyh	-0.414377698	-4.650462532	0.000013316060	0.0011770474
ENSMUST00000204153.1	Gm44214-201	ENSMUSG00000108197.1	Gm44214	0.323705443	4.648684663	0.000013406119	0.0011832261
ENSMUST00000236475.1	U2af1-207	ENSMUSG00000061613.13	U2af1	0.236924331	4.647567114	0.000013463032	0.0011846862
ENSMUST00000113826.7	Ophn1-202	ENSMUSG00000031214.13	Ophn1	-0.256085968	-4.647568333	0.000013462969	0.0011846862
ENSMUST00000040865.8	Tmem98-201	ENSMUSG00000035413.8	Tmem98	-0.159939823	-4.643678398	0.000013662907	0.0011986801
ENSMUST00000228784.1	Atg14-204	ENSMUSG00000037526.7	Atg14	0.793532633	4.643894027	0.000013651749	0.0011986801
ENSMUST00000005829.12	Ampd3-201	ENSMUSG00000005686.17	Ampd3	-0.226728980	-4.640872316	0.000013808925	0.0012078797
ENSMUST00000001950.11	Tollip-201	ENSMUSG00000025139.14	Tollip	0.105298529	4.640981398	0.000013803221	0.0012078797
ENSMUST00000066285.5	Hspa12a-201	ENSMUSG00000025092.7	Hspa12a	-0.136296546	-4.638727073	0.000013921578	0.0012159214
ENSMUST00000057801.7	Kcnj4-201	ENSMUSG00000044216.7	Kcnj4	0.222670065	4.636163548	0.000014057367	0.0012259570
ENSMUST00000147999.7	Ubr4-210	ENSMUSG00000066036.14	Ubr4	-0.200526555	-4.635176150	0.000014110012	0.0012287225
ENSMUST00000139056.2	D730003I15Rik-201	ENSMUSG00000073478.6	D730003I15Rik	0.245351673	4.633433438	0.000014203396	0.0012343575
ENSMUST00000231592.1	2510009E07Rik-202	ENSMUSG00000043391.10	2510009E07Rik	0.320444317	4.633184522	0.000014216783	0.0012343575
ENSMUST00000172306.2	Dusp7-201	ENSMUSG00000053716.9	Dusp7	0.107114812	4.632033246	0.000014278861	0.0012379161
ENSMUST00000124072.1	Thra-203	ENSMUSG00000058756.13	Thra	0.185618890	4.631467284	0.000014309474	0.0012387404
ENSMUST00000002502.11	Hltf-201	ENSMUSG00000002428.12	Hltf	-0.257771131	-4.630544666	0.000014359517	0.0012394163
ENSMUST00000176849.7	Hnrnpk-214	ENSMUSG00000021546.18	Hnrnpk	-0.248766904	-4.630622771	0.000014355274	0.0012394163
ENSMUST00000194478.5	Osbpl9-219	ENSMUSG00000028559.17	Osbpl9	-0.313061062	-4.628574774	0.000014466932	0.0012468541
ENSMUST00000148825.1	Syne2-212	ENSMUSG00000063450.14	Syne2	-0.402447225	-4.625473203	0.000014637642	0.0012597172
ENSMUST00000200517.1	Rpl34-208	ENSMUSG00000062006.12	Rpl34	0.208371561	4.623792922	0.000014730940	0.0012658903
ENSMUST00000177534.1	Otud7a-204	ENSMUSG00000033510.14	Otud7a	0.163471579	4.622003960	0.000014830907	0.0012726176
ENSMUST00000032138.14	Cnbp-201	ENSMUSG00000030057.15	Cnbp	0.193837073	4.621270502	0.000014872083	0.0012742879
ENSMUST00000027897.7	Smyd2-201	ENSMUSG00000026603.13	Smyd2	0.095117056	4.619326378	0.000014981764	0.0012818144
ENSMUST00000112243.7	Myo3b-203	ENSMUSG00000042064.13	Myo3b	-0.226694516	-4.618070047	0.000015053060	0.0012860396
ENSMUST00000029752.14	Tars2-201	ENSMUSG00000028107.14	Tars2	-0.279059107	-4.615512450	0.000015199221	0.0012957473
ENSMUST00000045713.3	Nacad-201	ENSMUSG00000041073.10	Nacad	-0.124171463	-4.615310131	0.000015210841	0.0012957473
ENSMUST00000044297.6	Igfbpl1-201	ENSMUSG00000035551.6	Igfbpl1	-0.184210794	-4.614278802	0.000015270213	0.0012989197
ENSMUST00000023351.10	Mzt2-201	ENSMUSG00000022671.13	Mzt2	0.086969609	4.611713777	0.000015418854	0.0013091002
ENSMUST00000050884.15	Hmgn1-201	ENSMUSG00000040681.16	Hmgn1	-0.106970755	-4.611445115	0.000015434504	0.0013091002
ENSMUST00000116641.8	Lmf1-202	ENSMUSG00000002279.19	Lmf1	-0.198888423	-4.607688335	0.000015654964	0.0013239724
ENSMUST00000224556.1	Psd-208	ENSMUSG00000037126.16	Psd	0.163129642	4.607742475	0.000015651766	0.0013239724
ENSMUST00000109024.8	Lima1-202	ENSMUSG00000023022.14	Lima1	-0.249317951	-4.606518695	0.000015724225	0.0013279165
ENSMUST00000023407.11	Riox2-201	ENSMUSG00000022724.15	Riox2	-0.276096440	-4.604985435	0.000015815469	0.0013337030
ENSMUST00000140172.7	Trp53i11-205	ENSMUSG00000068735.14	Trp53i11	-0.352239925	-4.603725760	0.000015890816	0.0013369437
ENSMUST00000028603.9	Fbxo3-201	ENSMUSG00000027180.12	Fbxo3	-0.147397408	-4.602484465	0.000015965405	0.0013369437
ENSMUST00000037099.8	Clic4-201	ENSMUSG00000037242.8	Clic4	-0.140673305	-4.602444863	0.000015967790	0.0013369437
ENSMUST00000038409.11	Podxl2-201	ENSMUSG00000033152.13	Podxl2	0.152115858	4.602785585	0.000015947280	0.0013369437
ENSMUST00000198185.1	Map4-210	ENSMUSG00000032479.15	Map4	0.216000857	4.603157552	0.000015924917	0.0013369437
ENSMUST00000077290.8	Pdia4-201	ENSMUSG00000025823.9	Pdia4	-0.166903375	-4.601615057	0.000016017850	0.0013387683
ENSMUST00000032492.8	Cd9-201	ENSMUSG00000030342.8	Cd9	0.143879954	4.601328007	0.000016035202	0.0013387683
ENSMUST00000080001.8	Ufc1-201	ENSMUSG00000062963.10	Ufc1	0.116991880	4.598240511	0.000016223001	0.0013525236
ENSMUST00000109553.9	Tef-202	ENSMUSG00000022389.15	Tef	0.224571511	4.596094611	0.000016354783	0.0013615763
ENSMUST00000235274.1	Ganab-202	ENSMUSG00000071650.6	Ganab	-0.084851923	-4.595584512	0.000016386261	0.0013622646
ENSMUST00000144099.7	Cdk5rap2-206	ENSMUSG00000039298.16	Cdk5rap2	-0.164726803	-4.594821475	0.000016433459	0.0013633035
ENSMUST00000124566.1	Gga2-202	ENSMUSG00000030872.14	Gga2	-0.206729530	-4.594631786	0.000016445212	0.0013633035
ENSMUST00000113941.8	Brd3-203	ENSMUSG00000026918.16	Brd3	0.431447544	4.592546696	0.000016574949	0.0013721205
ENSMUST00000132782.7	Rnf20-204	ENSMUSG00000028309.14	Rnf20	-0.311532869	-4.588577683	0.000016824657	0.0013908304
ENSMUST00000155939.7	Psmf1-206	ENSMUSG00000032869.15	Psmf1	0.242018711	4.585630119	0.000017012462	0.0014024051
ENSMUST00000033060.13	Tead2-201	ENSMUSG00000030796.17	Tead2	-0.157448709	-4.585734337	0.000017005788	0.0014024051
ENSMUST00000026985.8	Cplx2-201	ENSMUSG00000025867.8	Cplx2	0.140052654	4.584799208	0.000017065771	0.0014048265
ENSMUST00000142676.7	Pccb-202	ENSMUSG00000032527.13	Pccb	0.405563263	4.583704990	0.000017136220	0.0014086501
ENSMUST00000031009.7	Nsg1-201	ENSMUSG00000029126.7	Nsg1	0.077707587	4.583067754	0.000017177377	0.0014094389
ENSMUST00000182884.7	Ank3-231	ENSMUSG00000069601.14	Ank3	-0.181670666	-4.582813225	0.000017193843	0.0014094389
ENSMUST00000182371.7	Rbm5-210	ENSMUSG00000032580.12	Rbm5	-0.257360134	-4.581885192	0.000017254010	0.0014123983
ENSMUST00000022369.8	Vcl-201	ENSMUSG00000021823.10	Vcl	-0.184071803	-4.580650304	0.000017334388	0.0014170017
ENSMUST00000208216.1	Dcst2-201	ENSMUSG00000109293.1	Dcst2	0.212168879	4.579413337	0.000017415266	0.0014176896
ENSMUST00000000188.11	Ccnd2-201	ENSMUSG00000000184.12	Ccnd2	-0.170569539	-4.579747188	0.000017393401	0.0014176896
ENSMUST00000064762.5	Map1b-201	ENSMUSG00000052727.6	Map1b	-0.211549196	-4.580105049	0.000017369994	0.0014176896
ENSMUST00000216380.1	Atp5l-203	ENSMUSG00000038717.8	Atp5l	0.497049270	4.578501032	0.000017475150	0.0014190639
ENSMUST00000021957.7	Fam193b-201	ENSMUSG00000021495.10	Fam193b	-0.191810624	-4.578419632	0.000017480503	0.0014190639
ENSMUST00000034427.11	Adat1-201	ENSMUSG00000031949.17	Adat1	-0.218282034	-4.577606037	0.000017534093	0.0014214483
ENSMUST00000021617.13	Asb2-201	ENSMUSG00000021200.14	Asb2	-0.282046015	-4.575122487	0.000017698668	0.0014313762
ENSMUST00000109288.8	Kif21a-205	ENSMUSG00000022629.17	Kif21a	-0.281847752	-4.575022382	0.000017705333	0.0014313762
ENSMUST00000075550.3	Cenph-201	ENSMUSG00000045273.8	Cenph	-0.161468919	-4.573939321	0.000017777599	0.0014335127
ENSMUST00000173952.7	Bag6-212	ENSMUSG00000024392.17	Bag6	-0.225756074	-4.573715059	0.000017792598	0.0014335127
ENSMUST00000121520.7	Zmym3-209	ENSMUSG00000031310.16	Zmym3	-0.134155022	-4.573529281	0.000017805032	0.0014335127
ENSMUST00000025488.14	C330018D20Rik-201	ENSMUSG00000024592.15	C330018D20Rik	-0.192664576	-4.572442618	0.000017877935	0.0014374105
ENSMUST00000112588.8	Kdm5c-203	ENSMUSG00000025332.14	Kdm5c	-0.147933151	-4.571946083	0.000017911343	0.0014381265
ENSMUST00000040638.14	Pbx3-201	ENSMUSG00000038718.15	Pbx3	-0.249988621	-4.571347370	0.000017951707	0.0014382115
ENSMUST00000150497.7	Ndufa3-205	ENSMUSG00000035674.13	Ndufa3	0.209007814	4.571203644	0.000017961410	0.0014382115
ENSMUST00000110375.8	Stard7-202	ENSMUSG00000027367.16	Stard7	0.078073552	4.570180657	0.000018030617	0.0014417861
ENSMUST00000154402.2	Asnsd1-205	ENSMUSG00000026095.15	Asnsd1	0.330327150	4.569339706	0.000018087704	0.0014443831
ENSMUST00000067444.9	Gfap-201	ENSMUSG00000020932.14	Gfap	0.369460087	4.567906039	0.000018185430	0.0014502139
ENSMUST00000027401.10	Stk16-201	ENSMUSG00000026201.12	Stk16	-0.124958886	-4.566226034	0.000018300601	0.0014574182
ENSMUST00000045068.9	Cplx3-201	ENSMUSG00000039714.9	Cplx3	0.284710644	4.563305309	0.000018502516	0.0014715016
ENSMUST00000155672.7	Ppp2r2d-207	ENSMUSG00000041769.13	Ppp2r2d	0.107912833	4.562695003	0.000018544979	0.0014728829
ENSMUST00000160225.1	Zfp579-203	ENSMUSG00000051550.10	Zfp579	-0.251855873	-4.559248330	0.000018786574	0.0014900545
ENSMUST00000148023.2	Nipal3-206	ENSMUSG00000028803.18	Nipal3	-0.362027637	-4.557809485	0.000018888331	0.0014961036
ENSMUST00000038562.8	Spsb1-201	ENSMUSG00000039911.13	Spsb1	0.181653137	4.557192374	0.000018932137	0.0014975525
ENSMUST00000085519.12	Anp32a-201	ENSMUSG00000032249.14	Anp32a	-0.117808189	-4.554879089	0.000019097229	0.0015085783
ENSMUST00000221109.1	Gm49327-202	ENSMUSG00000113536.1	Gm49327	0.292046319	4.551563670	0.000019336279	0.0015254089
ENSMUST00000110867.8	Mcf2l-204	ENSMUSG00000031442.21	Mcf2l	-0.291538779	-4.550333874	0.000019425687	0.0015283537
ENSMUST00000133714.1	Mgat4b-203	ENSMUSG00000036620.14	Mgat4b	0.226446832	4.550347115	0.000019424722	0.0015283537
ENSMUST00000199531.4	Sh3glb1-204	ENSMUSG00000037062.13	Sh3glb1	0.273108426	4.549510236	0.000019485791	0.0015289833
