exon_gencodeID	chr	start	end	strand	gencodeID	gene_Symbol	logFC	t	P.Value	adj.P.Val
ENSMUSE00001207141.1	chr4	139,022,931	139,023,067	+	ENSMUSG00000041143.16	Tmco4	-1.347723133	-5.145033083	0.0000072941	0.006320202
ENSMUSE00000398753.7	chr5	146,845,071	146,845,340	+	ENSMUSG00000029641.8	Rasl11a	0.650651662	5.144673645	0.0000073026	0.006320202
ENSMUSE00000638586.1	chr2	180,671,392	180,671,914	-	ENSMUSG00000038914.15	Dido1	-0.354516934	-5.135731673	0.0000075153	0.006465867
ENSMUSE00000214069.1	chr8	68,804,814	68,804,985	+	ENSMUSG00000031864.16	Ints10	0.257378386	5.132466634	0.0000075946	0.006495584
ENSMUSE00000840170.1	chr19	3,886,362	3,886,416	+	ENSMUSG00000024843.15	Chka	0.331352170	5.129535322	0.0000076664	0.006499663
ENSMUSE00000697254.1	chr2	28,678,967	28,679,118	+	ENSMUSG00000026812.16	Tsc1	-0.301720074	-5.125233588	0.0000077730	0.006551854
ENSMUSE00000753555.1	chr2	45,104,038	45,106,490	-	ENSMUSG00000026872.18	Zeb2	0.770473618	5.122696605	0.0000078366	0.006586344
ENSMUSE00001401839.1	chr9	59,736,470	59,737,868	-	ENSMUSG00000051705.13	Senp8	-0.487852731	-5.120598265	0.0000078895	0.006611751
ENSMUSE00000805437.1	chr4	154,023,699	154,023,891	-	ENSMUSG00000078350.11	Smim1	-1.079690944	-5.105049900	0.0000082932	0.006890477
ENSMUSE00001407254.1	chr10	115,368,404	115,372,946	-	ENSMUSG00000020137.5	Thap2	-0.362148674	-5.100813934	0.0000084067	0.006945076
ENSMUSE00001010578.1	chr11	101,049,459	101,049,476	+	ENSMUSG00000019302.16	Atp6v0a1	0.269393431	5.097189036	0.0000085050	0.006952718
ENSMUSE00000742839.1	chr1	66,406,211	66,408,272	+	ENSMUSG00000015222.18	Map2	0.476247114	5.092906492	0.0000086227	0.007005944
ENSMUSE00001280804.1	chr2	28,680,023	28,680,205	+	ENSMUSG00000026812.16	Tsc1	-0.305774558	-5.090096648	0.0000087007	0.007005944
ENSMUSE00000329515.1	chr2	75,861,934	75,862,014	+	ENSMUSG00000042410.16	Agps	-0.363361306	-5.091250160	0.0000086686	0.007005944
ENSMUSE00000687161.2	chr2	94,327,937	94,328,485	-	ENSMUSG00000027194.16	Ttc17	0.527528576	5.089360380	0.0000087213	0.007005944
ENSMUSE00001455678.1	chr18	35,600,065	35,600,117	+	ENSMUSG00000037058.16	Paip2	0.474796511	5.086875452	0.0000087911	0.007008876
ENSMUSE00001457907.1	chr18	35,600,045	35,600,117	+	ENSMUSG00000037058.16	Paip2	0.454223575	5.077407202	0.0000090620	0.007141583
ENSMUSE00000763895.1	chr4	87,841,084	87,841,389	-	ENSMUSG00000028496.17	Mllt3	0.302558460	5.069462766	0.0000092958	0.007179555
ENSMUSE00000648911.1	chr15	65,866,724	65,866,827	+	ENSMUSG00000015002.18	Efr3a	-0.383348599	-5.063869645	0.0000094639	0.007185659
ENSMUSE00001244247.1	chr1	52,215,565	52,215,694	-	ENSMUSG00000026103.14	Gls	0.268629520	5.053200703	0.0000097930	0.007328346
ENSMUSE00000762723.2	chr1	56,974,258	56,975,197	+	ENSMUSG00000087022.4	9130024F11Rik	0.456333173	5.048801460	0.0000099320	0.007361285
ENSMUSE00001034379.1	chr8	68,811,911	68,811,993	+	ENSMUSG00000031864.16	Ints10	0.281033247	5.049022672	0.0000099250	0.007361285
ENSMUSE00000527567.5	chr7	119,140,747	119,145,257	-	ENSMUSG00000066197.5	Gpr139	-0.356470407	-5.036191166	0.0000103413	0.007480717
ENSMUSE00001316653.1	chr4	21,869,516	21,870,405	+	ENSMUSG00000028248.15	Pnisr	0.333741164	5.022484811	0.0000108051	0.007571388
ENSMUSE00001373466.1	chr7	24,260,128	24,262,445	+	ENSMUSG00000030486.9	Zfp108	-0.336370851	-5.028417609	0.0000106019	0.007571388
ENSMUSE00000269073.6	chr8	46,169,559	46,170,652	+	ENSMUSG00000031631.15	Cfap97	-0.310711820	-5.027626328	0.0000106288	0.007571388
ENSMUSE00000716739.2	chr8	46,169,559	46,170,795	+	ENSMUSG00000031631.15	Cfap97	-0.310711820	-5.027626328	0.0000106288	0.007571388
ENSMUSE00000909555.1	chr8	46,169,556	46,170,652	+	ENSMUSG00000031631.15	Cfap97	-0.310711820	-5.027626328	0.0000106288	0.007571388
ENSMUSE00000638498.2	chr9	20,345,136	20,349,159	-	ENSMUSG00000045519.15	Zfp560	-0.268879246	-5.023139203	0.0000107825	0.007571388
ENSMUSE00001424450.1	chr13	107,022,553	107,023,982	+	ENSMUSG00000071181.2	3830408C21Rik	0.341560364	5.024347423	0.0000107409	0.007571388
ENSMUSE00000129998.3	chr16	58,674,380	58,674,521	+	ENSMUSG00000022742.6	Cpox	-0.372160303	-5.023028568	0.0000107863	0.007571388
ENSMUSE00001332264.1	chr17	69,417,402	69,421,632	+	ENSMUSG00000073374.3	C030034I22Rik	0.350025475	5.026903166	0.0000106534	0.007571388
ENSMUSE00000807428.1	chr1	52,215,565	52,215,943	-	ENSMUSG00000026103.14	Gls	0.268448442	5.015326750	0.0000110555	0.007687021
ENSMUSE00000827644.1	chr15	53,068,664	53,068,849	-	ENSMUSG00000061731.9	Ext1	0.281126440	5.012520442	0.0000111552	0.007687021
ENSMUSE00000234945.8	chr17	29,494,590	29,496,112	+	ENSMUSG00000024014.8	Pim1	0.294158630	5.014533538	0.0000110836	0.007687021
ENSMUSE00001453577.1	chr17	29,494,590	29,496,108	+	ENSMUSG00000024014.8	Pim1	0.294158630	5.014533538	0.0000110836	0.007687021
ENSMUSE00000307076.3	chr13	113,934,064	113,934,123	+	ENSMUSG00000042348.10	Arl15	0.267391640	5.008415065	0.0000113026	0.007733663
ENSMUSE00001357212.1	chr3	95,772,255	95,774,372	-	ENSMUSG00000028106.13	Rprd2	0.293882769	5.002654513	0.0000115128	0.007742653
ENSMUSE00000800049.1	chr6	86,413,804	86,417,991	+	ENSMUSG00000071337.11	Tia1	0.255787693	4.999170739	0.0000116418	0.007742653
ENSMUSE00000800663.1	chr11	59,760,748	59,761,327	+	ENSMUSG00000005417.17	Mprip	0.265530865	4.998939360	0.0000116504	0.007742653
ENSMUSE00000107445.3	chr12	24,654,843	24,655,776	+	ENSMUSG00000020653.12	Klf11	0.308741368	5.002016395	0.0000115363	0.007742653
ENSMUSE00001254478.1	chr15	65,854,629	65,854,790	+	ENSMUSG00000015002.18	Efr3a	-0.374261715	-4.998631129	0.0000116619	0.007742653
ENSMUSE00000259780.1	chr3	152,222,829	152,222,980	+	ENSMUSG00000028034.15	Fubp1	0.293357436	4.990418940	0.0000119722	0.007788152
ENSMUSE00000731948.1	chr4	154,023,688	154,023,887	-	ENSMUSG00000078350.11	Smim1	-1.072875092	-4.988751720	0.0000120361	0.007788152
ENSMUSE00001216072.1	chr4	155,896,111	155,896,168	+	ENSMUSG00000029033.16	Acap3	0.267589632	4.987132267	0.0000120986	0.007788152
ENSMUSE00000492165.5	chr15	65,871,153	65,873,816	+	ENSMUSG00000015002.18	Efr3a	-0.268266810	-4.983887075	0.0000122248	0.007847593
ENSMUSE00001280611.1	chr6	86,416,303	86,416,401	+	ENSMUSG00000071337.11	Tia1	0.258377120	4.982042698	0.0000122970	0.007859290
ENSMUSE00000313222.3	chr17	50,610,992	50,611,195	+	ENSMUSG00000038910.7	Plcl2	0.256766792	4.982358782	0.0000122846	0.007859290
ENSMUSE00001422367.1	chr13	107,022,570	107,023,982	+	ENSMUSG00000071181.2	3830408C21Rik	0.341633473	4.979948698	0.0000123796	0.007894709
ENSMUSE00001293410.1	chr2	156,098,230	156,098,372	-	ENSMUSG00000074643.12	Cpne1	0.279509431	4.974902761	0.0000125808	0.007971563
ENSMUSE00001313731.1	chr2	156,098,185	156,098,372	-	ENSMUSG00000098950.7	Gm28036	0.267006085	4.970254599	0.0000127690	0.008019953
ENSMUSE00000937523.1	chr15	65,866,724	65,867,189	+	ENSMUSG00000015002.18	Efr3a	-0.377363257	-4.970434308	0.0000127617	0.008019953
ENSMUSE00000754232.1	chr1	40,772,038	40,774,546	-	ENSMUSG00000041945.12	Mfsd9	-0.252728258	-4.966207620	0.0000129352	0.008070389
ENSMUSE00000776197.1	chr1	40,772,041	40,774,546	-	ENSMUSG00000041945.12	Mfsd9	-0.252728258	-4.966207620	0.0000129352	0.008070389
ENSMUSE00000190973.4	chr5	146,845,660	146,845,716	+	ENSMUSG00000029641.8	Rasl11a	0.591822296	4.962591159	0.0000130855	0.008081874
ENSMUSE00001289245.1	chrX	75,435,465	75,435,552	+	ENSMUSG00000031201.17	Brcc3	0.297221006	4.962483475	0.0000130900	0.008081874
ENSMUSE00000935400.1	chr4	154,023,688	154,023,891	-	ENSMUSG00000078350.11	Smim1	-1.068658967	-4.957678619	0.0000132924	0.008154897
ENSMUSE00000811369.1	chr8	68,811,948	68,811,993	+	ENSMUSG00000031864.16	Ints10	0.275372059	4.957968044	0.0000132801	0.008154897
ENSMUSE00000709011.1	chr7	12,906,234	12,907,537	+	ENSMUSG00000054715.11	Zscan22	-0.449368841	-4.955983609	0.0000133645	0.008164056
ENSMUSE00001423257.1	chr13	107,023,043	107,023,982	+	ENSMUSG00000071181.2	3830408C21Rik	0.350893070	4.956261666	0.0000133526	0.008164056
ENSMUSE00001284642.1	chr4	87,880,066	87,880,148	-	ENSMUSG00000028496.17	Mllt3	0.279505300	4.944041483	0.0000138838	0.008199845
ENSMUSE00001224588.1	chr11	17,224,549	17,224,650	+	ENSMUSG00000078970.5	Dnaaf10	-0.409457225	-4.951633665	0.0000135514	0.008199845
ENSMUSE00001294941.1	chr11	101,011,757	101,011,937	+	ENSMUSG00000019302.16	Atp6v0a1	0.260430651	4.943889530	0.0000138906	0.008199845
ENSMUSE00000364047.4	chr13	58,384,150	58,384,409	-	ENSMUSG00000021550.6	2210016F16Rik	-0.341805731	-4.946522458	0.0000137743	0.008199845
ENSMUSE00000363078.9	chr16	91,614,254	91,617,379	-	ENSMUSG00000039763.10	Dnajc28	-0.288259918	-4.944473318	0.0000138647	0.008199845
ENSMUSE00000895095.1	chr16	91,614,257	91,617,379	-	ENSMUSG00000039763.10	Dnajc28	-0.288259918	-4.944473318	0.0000138647	0.008199845
ENSMUSE00001337015.1	chr18	78,856,484	78,859,931	-	ENSMUSG00000024548.11	Setbp1	0.264584872	4.947700359	0.0000137226	0.008199845
ENSMUSE00000779014.1	chrX	75,433,978	75,435,552	+	ENSMUSG00000031201.17	Brcc3	0.297400464	4.944300075	0.0000138724	0.008199845
ENSMUSE00001447701.1	chr17	26,952,886	26,953,151	+	ENSMUSG00000067629.13	Syngap1	0.254090281	4.940582237	0.0000140380	0.008263642
ENSMUSE00000224519.3	chr2	180,657,964	180,662,583	-	ENSMUSG00000038914.15	Dido1	-0.300386752	-4.933620665	0.0000143533	0.008412314
ENSMUSE00000740928.1	chr4	154,023,688	154,023,817	-	ENSMUSG00000078350.11	Smim1	-1.158757693	-4.932306783	0.0000144136	0.008412314
ENSMUSE00001370271.1	chr7	24,260,128	24,262,375	+	ENSMUSG00000030486.9	Zfp108	-0.333162931	-4.932608964	0.0000143997	0.008412314
ENSMUSE00000970802.1	chr17	26,953,030	26,953,151	+	ENSMUSG00000067629.13	Syngap1	0.254950737	4.933290816	0.0000143684	0.008412314
ENSMUSE00000884117.1	chr7	139,065,306	139,066,258	+	ENSMUSG00000056856.13	Jakmip3	-0.332636200	-4.930565380	0.0000144939	0.008412804
ENSMUSE00001343319.1	chr1	56,972,332	56,975,193	+	ENSMUSG00000087022.4	9130024F11Rik	0.355879428	4.929130214	0.0000145604	0.008434571
ENSMUSE00000749947.1	chr7	35,046,422	35,050,932	-	ENSMUSG00000056216.9	Cebpg	-0.256963958	-4.922669715	0.0000148635	0.008488760
ENSMUSE00001275783.1	chr11	101,039,821	101,039,911	+	ENSMUSG00000019302.16	Atp6v0a1	0.251847762	4.923939340	0.0000148034	0.008488760
ENSMUSE00000585874.2	chr11	101,011,821	101,011,937	+	ENSMUSG00000019302.16	Atp6v0a1	0.262691083	4.918569373	0.0000150591	0.008488760
ENSMUSE00000573568.3	chr18	6,489,160	6,489,330	-	ENSMUSG00000024240.13	Epc1	0.590177474	4.914953578	0.0000152337	0.008535594
ENSMUSE00000621768.2	chrX	153,129,837	153,132,861	+	ENSMUSG00000071665.10	Foxr2	-0.543952992	-4.909293908	0.0000155111	0.008624522
ENSMUSE00000727419.1	chr8	46,169,559	46,170,440	+	ENSMUSG00000031631.15	Cfap97	-0.339470810	-4.908255386	0.0000155625	0.008636605
ENSMUSE00001214396.1	chr19	3,887,389	3,887,447	+	ENSMUSG00000024843.15	Chka	0.329903868	4.888002951	0.0000165998	0.009006032
ENSMUSE00000734416.1	chr19	3,887,389	3,887,450	+	ENSMUSG00000024843.15	Chka	0.329903868	4.888002951	0.0000165998	0.009006032
ENSMUSE00000759842.1	chr1	172,496,180	172,496,327	+	ENSMUSG00000037995.15	Igsf9	0.316884433	4.887219198	0.0000166413	0.009008821
ENSMUSE00001266404.1	chr6	86,420,324	86,420,411	+	ENSMUSG00000071337.11	Tia1	0.253176707	4.874519004	0.0000173281	0.009170313
ENSMUSE00000366767.5	chr7	97,347,293	97,350,213	+	ENSMUSG00000044952.5	Kctd21	-0.397201866	-4.877751023	0.0000171507	0.009170313
ENSMUSE00001255921.2	chr1	60,513,809	60,522,291	-	ENSMUSG00000026014.15	Raph1	0.492502550	4.870637679	0.0000175435	0.009241668
ENSMUSE00000736078.1	chr4	44,761,850	44,762,228	+	ENSMUSG00000035649.17	Zcchc7	0.357046534	4.869343324	0.0000176159	0.009246750
ENSMUSE00000709806.1	chr13	54,550,383	54,551,290	+	ENSMUSG00000043183.18	Simc1	-0.256151966	-4.868262176	0.0000176766	0.009261903
ENSMUSE00000313044.1	chr14	55,886,492	55,887,618	+	ENSMUSG00000047153.4	Khnyn	-0.262746736	-4.863423852	0.0000179509	0.009327024
ENSMUSE00001405615.1	chr10	40,434,304	40,434,414	+	ENSMUSG00000038481.13	Cdk19	0.288547938	4.860754761	0.0000181040	0.009331508
ENSMUSE00000776560.1	chr19	3,889,880	3,892,213	+	ENSMUSG00000024843.15	Chka	0.266620039	4.853680574	0.0000185160	0.009513157
ENSMUSE00001323701.1	chr1	87,880,435	87,880,478	+	ENSMUSG00000070738.10	Dgkd	0.273475444	4.842514557	0.0000191852	0.009701314
ENSMUSE00001431358.1	chr15	38,297,295	38,297,527	-	ENSMUSG00000037465.10	Klf10	0.545937323	4.831773946	0.0000198515	0.009884967
ENSMUSE00000787554.1	chr2	76,407,521	76,407,931	+	ENSMUSG00000042359.18	Osbpl6	0.804496755	4.829039524	0.0000200248	0.009934148
ENSMUSE00000753614.1	chr2	4,018,451	4,021,904	+	ENSMUSG00000026657.17	Frmd4a	0.282390850	4.803125592	0.0000217424	0.010573074
ENSMUSE00000795615.1	chr3	95,291,986	95,292,283	+	ENSMUSG00000038712.16	Mindy1	0.284618720	4.799132783	0.0000220197	0.010676041
ENSMUSE00000708230.2	chr7	100,539,072	100,539,779	+	ENSMUSG00000044881.7	Coa4	-0.486562662	-4.798094144	0.0000220924	0.010676041
ENSMUSE00000725023.1	chr10	86,303,835	86,306,781	+	ENSMUSG00000020044.13	Timp3	1.202569928	4.798889793	0.0000220367	0.010676041
ENSMUSE00000773273.1	chr6	86,420,256	86,420,411	+	ENSMUSG00000071337.11	Tia1	0.259618246	4.791151951	0.0000225844	0.010784158
ENSMUSE00001346887.1	chr3	152,221,885	152,222,244	+	ENSMUSG00000028034.15	Fubp1	0.266230489	4.786859375	0.0000228941	0.010862913
ENSMUSE00001348617.1	chr3	152,223,298	152,223,365	+	ENSMUSG00000028034.15	Fubp1	0.286258068	4.787545542	0.0000228443	0.010862913
ENSMUSE00000681356.2	chr13	67,389,304	67,391,064	-	ENSMUSG00000078994.9	Zfp429	-0.553364343	-4.786862167	0.0000228939	0.010862913
ENSMUSE00001402129.1	chr10	40,394,325	40,394,400	+	ENSMUSG00000038481.13	Cdk19	0.258703287	4.783647468	0.0000231285	0.010921985
ENSMUSE00000844956.1	chr6	86,416,303	86,416,396	+	ENSMUSG00000071337.11	Tia1	0.250342893	4.782276676	0.0000232292	0.010923539
ENSMUSE00000867107.1	chr14	49,023,199	49,023,534	-	ENSMUSG00000061244.14	Exoc5	0.255791688	4.782040336	0.0000232466	0.010923539
ENSMUSE00000259786.3	chr3	152,222,084	152,222,244	+	ENSMUSG00000028034.15	Fubp1	0.265768946	4.778386914	0.0000235175	0.010942733
ENSMUSE00000413667.7	chr7	24,274,734	24,276,827	+	ENSMUSG00000055305.15	Zfp93	-0.268211226	-4.778944764	0.0000234760	0.010942733
ENSMUSE00001130551.1	chr13	67,389,309	67,391,064	-	ENSMUSG00000078994.9	Zfp429	-0.551972051	-4.779959936	0.0000234005	0.010942733
ENSMUSE00000720772.1	chr2	157,901,536	157,902,012	+	ENSMUSG00000062846.7	Gm14176	0.900525990	4.774342639	0.0000238210	0.011030490
ENSMUSE00000259772.1	chr3	152,223,286	152,223,365	+	ENSMUSG00000028034.15	Fubp1	0.287376119	4.772893268	0.0000239307	0.011063669
ENSMUSE00001336923.1	chr16	77,419,251	77,421,820	-	ENSMUSG00000102344.1	9430053O09Rik	0.260284536	4.771172358	0.0000240616	0.011088927
ENSMUSE00001027204.1	chr1	133,003,791	133,003,890	-	ENSMUSG00000054387.13	Mdm4	0.301209517	4.768594460	0.0000242590	0.011125869
ENSMUSE00001430914.1	chr14	55,885,774	55,887,618	+	ENSMUSG00000047153.4	Khnyn	-0.273853245	-4.766227668	0.0000244416	0.011157976
ENSMUSE00000748274.1	chr1	52,215,565	52,215,594	-	ENSMUSG00000026103.14	Gls	0.273550611	4.762427330	0.0000247378	0.011222684
ENSMUSE00001290339.1	chr4	154,020,470	154,023,891	-	ENSMUSG00000078350.11	Smim1	-0.469426393	-4.759341152	0.0000249808	0.011254602
ENSMUSE00000200752.3	chr7	29,771,339	29,771,403	+	ENSMUSG00000046185.10	Zfp84	-0.543715169	-4.758955717	0.0000250113	0.011254602
ENSMUSE00000462300.1	chr11	120,816,622	120,816,737	-	ENSMUSG00000025153.9	Fasn	0.259675555	4.757369539	0.0000251373	0.011254602
ENSMUSE00001029935.1	chr3	55,953,036	55,953,162	-	ENSMUSG00000027799.12	Nbea	0.258710252	4.755061985	0.0000253218	0.011276518
ENSMUSE00001207459.1	chr4	87,873,838	87,873,981	-	ENSMUSG00000028496.17	Mllt3	0.296572098	4.752377346	0.0000255380	0.011282084
ENSMUSE00000728074.1	chr7	27,748,168	27,748,546	+	ENSMUSG00000037640.15	Zfp60	-0.294107774	-4.753615527	0.0000254380	0.011282084
ENSMUSE00001423213.1	chr13	104,476,653	104,476,829	+	ENSMUSG00000046169.10	Adamts6	-0.793990037	-4.752667378	0.0000255145	0.011282084
ENSMUSE00001248524.1	chr15	65,853,531	65,853,606	+	ENSMUSG00000015002.18	Efr3a	-0.382366136	-4.749217008	0.0000257949	0.011296904
ENSMUSE00000721919.1	chr7	12,906,234	12,909,083	+	ENSMUSG00000054715.11	Zscan22	-0.402998461	-4.743693461	0.0000262499	0.011345856
ENSMUSE00000844648.3	chr14	54,853,787	54,858,281	-	ENSMUSG00000057156.10	Homez	-0.253327192	-4.746492318	0.0000260184	0.011345856
ENSMUSE00000929553.1	chr9	36,713,744	36,713,860	-	ENSMUSG00000032113.16	Chek1	-0.596227373	-4.742103952	0.0000263824	0.011358644
ENSMUSE00000512170.5	chr14	54,852,736	54,858,281	-	ENSMUSG00000057156.10	Homez	-0.250402594	-4.741838431	0.0000264046	0.011358644
ENSMUSE00001318438.1	chr1	32,243,900	32,246,878	+	ENSMUSG00000026058.11	Khdrbs2	0.301484627	4.739585720	0.0000265935	0.011408427
ENSMUSE00000253331.3	chr3	95,292,125	95,292,283	+	ENSMUSG00000038712.16	Mindy1	0.286028544	4.738534244	0.0000266822	0.011410548
ENSMUSE00001141734.1	chr1	82,442,863	82,445,366	+	ENSMUSG00000026142.15	Rhbdd1	-0.387032025	-4.733921904	0.0000270745	0.011501320
ENSMUSE00000793904.1	chr2	130,803,746	130,803,922	-	ENSMUSG00000027309.18	Dnaaf9	0.504739054	4.732417261	0.0000272037	0.011501320
ENSMUSE00000813114.1	chrX	8,142,827	8,142,918	-	ENSMUSG00000031167.16	Rbm3	0.274283542	4.733452800	0.0000271147	0.011501320
ENSMUSE00000822220.1	chr7	27,342,646	27,342,921	-	ENSMUSG00000089832.8	Shkbp1	0.303621781	4.729652641	0.0000274427	0.011532285
ENSMUSE00000837294.2	chr18	80,272,462	80,275,151	+	ENSMUSG00000034006.17	Slc66a2	0.427531986	4.728730734	0.0000275229	0.011532639
ENSMUSE00001392910.1	chr8	94,292,668	94,292,816	+	ENSMUSG00000032939.14	Nup93	0.260931401	4.719312726	0.0000283551	0.011745957
ENSMUSE00000797984.1	chr17	26,781,093	26,781,176	+	ENSMUSG00000024191.15	Bnip1	-0.277365073	-4.718533765	0.0000284250	0.011758177
ENSMUSE00000810465.1	chr17	26,781,121	26,781,176	+	ENSMUSG00000024191.15	Bnip1	-0.277621007	-4.714982785	0.0000287460	0.011831197
ENSMUSE00001304265.1	chr5	74,627,348	74,627,500	-	ENSMUSG00000029228.15	Lnx1	-0.378768875	-4.712661114	0.0000289578	0.011889265
ENSMUSE00000385162.4	chr7	12,906,234	12,908,239	+	ENSMUSG00000054715.11	Zscan22	-0.422457521	-4.712109732	0.0000290083	0.011889265
ENSMUSE00001302273.1	chr5	106,973,777	106,974,020	+	ENSMUSG00000029283.17	Cdc7	0.293495218	4.698547608	0.0000302786	0.012078215
ENSMUSE00001030025.1	chr17	26,781,158	26,781,176	+	ENSMUSG00000024191.15	Bnip1	-0.280204730	-4.699943849	0.0000301453	0.012078215
ENSMUSE00000799249.1	chr17	26,781,079	26,781,176	+	ENSMUSG00000024191.15	Bnip1	-0.276328999	-4.695357811	0.0000305853	0.012112995
ENSMUSE00000738566.1	chr17	26,781,082	26,781,176	+	ENSMUSG00000024191.15	Bnip1	-0.276328999	-4.695357811	0.0000305853	0.012112995
ENSMUSE00000139396.4	chr17	26,781,091	26,781,176	+	ENSMUSG00000024191.15	Bnip1	-0.276328999	-4.695357811	0.0000305853	0.012112995
ENSMUSE00000717455.2	chr7	12,906,234	12,908,243	+	ENSMUSG00000054715.11	Zscan22	-0.418889971	-4.692165739	0.0000308952	0.012140975
ENSMUSE00001295640.1	chr12	99,898,264	99,898,360	+	ENSMUSG00000021177.16	Tdp1	0.298801191	4.689728227	0.0000311339	0.012201820
ENSMUSE00000464584.6	chr7	24,260,128	24,261,914	+	ENSMUSG00000030486.9	Zfp108	-0.356089265	-4.686546070	0.0000314484	0.012275416
ENSMUSE00000796983.2	chr17	26,781,066	26,781,176	+	ENSMUSG00000024191.15	Bnip1	-0.276259239	-4.686102719	0.0000314924	0.012276134
ENSMUSE00000175371.1	chr3	152,217,976	152,218,047	+	ENSMUSG00000028034.15	Fubp1	0.271627010	4.683799634	0.0000317222	0.012312453
ENSMUSE00000778252.1	chr5	135,930,680	135,932,642	-	ENSMUSG00000051391.9	Ywhag	0.610261389	4.683091706	0.0000317932	0.012312453
ENSMUSE00000759609.1	chr7	24,301,796	24,303,873	-	ENSMUSG00000074282.10	Zfp94	-0.272784250	-4.676206452	0.0000324918	0.012312453
ENSMUSE00001385137.1	chr8	61,050,049	61,053,942	+	ENSMUSG00000109708.1	Gm45809	-0.445010017	-4.676398985	0.0000324720	0.012312453
ENSMUSE00000297680.1	chr8	94,292,668	94,292,742	+	ENSMUSG00000032939.14	Nup93	0.255544492	4.678867076	0.0000322201	0.012312453
ENSMUSE00000398268.3	chr11	84,818,837	84,819,515	-	ENSMUSG00000018405.7	Mrm1	-0.419475385	-4.676423398	0.0000324695	0.012312453
ENSMUSE00001238484.1	chr11	101,048,418	101,048,525	+	ENSMUSG00000019302.16	Atp6v0a1	0.252098858	4.681587473	0.0000319446	0.012312453
ENSMUSE00001247740.1	chr13	54,547,255	54,547,339	+	ENSMUSG00000043183.18	Simc1	-0.360358051	-4.679996720	0.0000321054	0.012312453
ENSMUSE00000862658.1	chr14	49,023,199	49,023,270	-	ENSMUSG00000061244.14	Exoc5	0.256031307	4.679484941	0.0000321573	0.012312453
ENSMUSE00001344990.1	chr18	78,783,259	78,783,429	-	ENSMUSG00000024548.11	Setbp1	0.250012831	4.682444245	0.0000318583	0.012312453
ENSMUSE00001020328.1	chr1	172,496,151	172,496,327	+	ENSMUSG00000037995.15	Igsf9	0.310491349	4.672185139	0.0000329067	0.012331529
ENSMUSE00001259611.1	chr4	44,761,850	44,762,474	+	ENSMUSG00000035649.17	Zcchc7	0.293402631	4.674640039	0.0000326528	0.012331529
ENSMUSE00000635108.4	chr3	154,762,164	154,767,790	+	ENSMUSG00000078161.8	Erich3	-0.531829431	-4.671122660	0.0000330172	0.012333070
ENSMUSE00000417222.3	chr7	4,831,673	4,831,723	-	ENSMUSG00000053550.13	Shisa7	0.407926232	4.667611900	0.0000333849	0.012415707
ENSMUSE00001435762.1	chr15	38,297,328	38,297,527	-	ENSMUSG00000037465.10	Klf10	0.555211123	4.666455067	0.0000335070	0.012415707
ENSMUSE00001307633.1	chr11	116,472,177	116,472,323	-	ENSMUSG00000015869.16	Prpsap1	0.268741956	4.661125731	0.0000340750	0.012458749
ENSMUSE00001442142.1	chr15	78,348,072	78,351,001	+	ENSMUSG00000071713.6	Csf2rb	-0.645265092	-4.657876711	0.0000344259	0.012529466
ENSMUSE00000622928.3	chr15	78,348,072	78,351,000	+	ENSMUSG00000071713.6	Csf2rb	-0.645265092	-4.657876711	0.0000344259	0.012529466
ENSMUSE00001306294.1	chr15	65,865,878	65,865,926	+	ENSMUSG00000015002.18	Efr3a	-0.370362769	-4.653220929	0.0000349349	0.012651403
ENSMUSE00000795967.1	chr11	115,429,886	115,430,041	+	ENSMUSG00000016940.18	Kctd2	0.640969168	4.651880448	0.0000350829	0.012672952
ENSMUSE00001349617.1	chr3	152,223,321	152,223,365	+	ENSMUSG00000028034.15	Fubp1	0.286959669	4.643454416	0.0000360270	0.012876812
ENSMUSE00000211493.3	chr8	86,848,447	86,848,554	-	ENSMUSG00000031652.11	N4bp1	-0.408876875	-4.636631338	0.0000368098	0.012974885
ENSMUSE00000521518.1	chrM	2,676	2,750	+	ENSMUSG00000064340.1	mt-Tl1	0.278908759	4.632072133	0.0000373421	0.013067189
ENSMUSE00000328344.3	chr12	17,416,714	17,416,961	+	ENSMUSG00000061458.9	Nol10	-0.308732588	-4.622862026	0.0000384408	0.013292017
ENSMUSE00001338162.1	chr9	92,538,801	92,542,869	-	ENSMUSG00000103622.1	B430319G15Rik	-0.417225744	-4.621245941	0.0000386368	0.013328106
ENSMUSE00000560389.4	chr14	49,039,355	49,039,383	-	ENSMUSG00000061244.14	Exoc5	0.264920669	4.620113880	0.0000387747	0.013344020
ENSMUSE00001213496.1	chr5	106,975,485	106,975,660	+	ENSMUSG00000029283.17	Cdc7	0.376706045	4.619104796	0.0000388981	0.013370641
ENSMUSE00001268923.1	chr1	87,775,081	87,775,128	+	ENSMUSG00000026289.15	Atg16l1	-0.564273941	-4.601487015	0.0000411147	0.013823435
ENSMUSE00001316509.1	chr4	124,793,602	124,793,654	+	ENSMUSG00000028894.18	Inpp5b	-1.278703399	-4.601218079	0.0000411494	0.013823435
ENSMUSE00000704299.2	chr7	6,316,305	6,317,779	-	ENSMUSG00000030443.16	Zfp583	-0.413770545	-4.600004119	0.0000413068	0.013823435
ENSMUSE00001124793.1	chr13	67,785,957	67,789,919	+	ENSMUSG00000090659.9	Zfp493	-0.367491129	-4.600243460	0.0000412757	0.013823435
